postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
UB7 0EF,SEPD,LV,1,TP5787,8,2026-07-08T21:43:50Z,2026-07-15T21:43:50Z,168.0
UB7 0EG,SEPD,LV,1,TP5787,8,2026-07-08T21:43:50Z,2026-07-15T21:43:50Z,168.0
UB7 0LL,SEPD,LV,1,TP5787,8,2026-07-08T21:43:50Z,2026-07-15T21:43:50Z,168.0
OX13 5LJ,SEPD,"HV,LV",3,"TQ2565,TQ3867,TQ4032",1651,2026-07-12T22:26:26Z,2026-07-14T01:03:22Z,39.25
SL9 0NW,SEPD,LV,2,"TQ1398,TQ2292",20,2026-07-12T04:37:31Z,2026-07-13T21:40:02Z,34.91
SL9 0NX,SEPD,LV,2,"TQ1398,TQ2292",20,2026-07-12T04:37:31Z,2026-07-13T21:40:02Z,34.91
SL9 0RX,SEPD,LV,2,"TQ1398,TQ2292",20,2026-07-12T04:37:31Z,2026-07-13T21:40:02Z,34.91
BN18 0HY,SEPD,LV,2,"TQ4730,TQ5587",4,2026-07-13T18:05:33Z,2026-07-14T18:11:22Z,31.71
SN4 7SE,SEPD,LV,1,TQ3377,16,2026-07-13T11:23:21Z,2026-07-14T16:56:57Z,29.56
SN4 7SR,SEPD,LV,1,TQ3377,16,2026-07-13T11:23:21Z,2026-07-14T16:56:57Z,29.56
RG19 4GL,SEPD,LV,1,TQ1099,12,2026-07-11T18:36:18Z,2026-07-12T22:26:26Z,27.84
RG19 4GQ,SEPD,LV,1,TQ1099,12,2026-07-11T18:36:18Z,2026-07-12T22:26:26Z,27.84
RG19 4WD,SEPD,LV,1,TQ1099,12,2026-07-11T18:36:18Z,2026-07-12T22:26:26Z,27.84
TW16 7AZ,SEPD,LV,4,"TP8120,TQ2691,TQ5289,TQ5459",112,2026-07-09T22:16:17Z,2026-07-14T08:37:53Z,26.66
TW16 7BD,SEPD,LV,4,"TP8120,TQ2691,TQ5289,TQ5459",112,2026-07-09T22:16:17Z,2026-07-14T08:37:53Z,26.66
BH17 8PT,SEPD,LV,1,TQ2243,5,2026-07-12T15:29:48Z,2026-07-13T18:05:33Z,26.6
BH17 8SL,SEPD,LV,1,TQ2243,5,2026-07-12T15:29:48Z,2026-07-13T18:05:33Z,26.6
SN6 7RX,SEPD,LV,1,TQ2701,5,2026-07-12T20:32:05Z,2026-07-13T22:38:32Z,26.11
OX7 4EZ,SEPD,"HV,LV",2,"TQ1373,TQ2416",706,2026-07-12T01:08:41Z,2026-07-13T07:58:35Z,25.15
IV12 5HZ,SHEPD,HV,1,TQ0287,17,2026-07-10T23:14:08Z,2026-07-11T23:31:24Z,24.29
IV12 5JU,SHEPD,HV,1,TQ0287,17,2026-07-10T23:14:08Z,2026-07-11T23:31:24Z,24.29
IV12 5JZ,SHEPD,HV,1,TQ0287,17,2026-07-10T23:14:08Z,2026-07-11T23:31:24Z,24.29
IV12 5LE,SHEPD,HV,1,TQ0287,17,2026-07-10T23:14:08Z,2026-07-11T23:31:24Z,24.29
IV12 5QF,SHEPD,HV,1,TQ0287,17,2026-07-10T23:14:08Z,2026-07-11T23:31:24Z,24.29
IV36 2TD,SHEPD,HV,1,TQ0287,17,2026-07-10T23:14:08Z,2026-07-11T23:31:24Z,24.29
GU34 2QR,SEPD,LV,3,"TQ0218,TQ2128,TQ2707",12,2026-07-10T23:14:08Z,2026-07-13T04:45:35Z,23.69
SL6 0AH,SEPD,LV,1,TP7502,24,2026-07-09T16:57:51Z,2026-07-10T16:06:03Z,23.14
SL6 0AR,SEPD,LV,1,TP7502,24,2026-07-09T16:57:51Z,2026-07-10T16:06:03Z,23.14
