postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
BH24 3BX,SEPD,PSI,5,"252067,252077,252098,252247,252248",88,2026-06-17T10:02:27Z,2026-06-22T11:21:18Z,23.72
SN14 7BS,SEPD,HV,1,TK8230,3,2026-06-22T19:46:47Z,2026-06-23T18:57:17Z,23.17
SN2 2LU,SEPD,LV,2,"TK4952,TK5384",34,2026-06-20T01:56:34Z,2026-06-21T09:02:32Z,23.16
SN2 2LY,SEPD,LV,2,"TK4952,TK5384",34,2026-06-20T01:56:34Z,2026-06-21T09:02:32Z,23.16
SN2 2LZ,SEPD,LV,2,"TK4952,TK5384",34,2026-06-20T01:56:34Z,2026-06-21T09:02:32Z,23.16
BH24 3EB,SEPD,PSI,4,"252093,252095,252247,252248",85,2026-06-17T10:02:27Z,2026-06-19T13:47:21Z,22.42
HP13 5AB,SEPD,LV,1,TK5677,13,2026-06-20T15:25:55Z,2026-06-21T13:45:15Z,22.32
HP13 5AD,SEPD,LV,1,TK5677,13,2026-06-20T15:25:55Z,2026-06-21T13:45:15Z,22.32
HP13 5AE,SEPD,LV,1,TK5677,13,2026-06-20T15:25:55Z,2026-06-21T13:45:15Z,22.32
HP13 5AF,SEPD,LV,1,TK5677,13,2026-06-20T15:25:55Z,2026-06-21T13:45:15Z,22.32
HP13 5PS,SEPD,LV,1,TK5677,13,2026-06-20T15:25:55Z,2026-06-21T13:45:15Z,22.32
HP13 6BG,SEPD,LV,1,TK5677,13,2026-06-20T15:25:55Z,2026-06-21T13:45:15Z,22.32
HP13 6BN,SEPD,LV,1,TK5677,13,2026-06-20T15:25:55Z,2026-06-21T13:45:15Z,22.32
HP13 6BP,SEPD,LV,1,TK5677,13,2026-06-20T15:25:55Z,2026-06-21T13:45:15Z,22.32
BH24 3EA,SEPD,PSI,4,"252093,252247,252248,252250",135,2026-06-17T10:02:27Z,2026-06-18T14:16:29Z,22.02
SL6 6BL,SEPD,LV,1,TK6436,20,2026-06-21T15:31:23Z,2026-06-22T11:21:18Z,19.83
SL6 6SA,SEPD,LV,1,TK6436,20,2026-06-21T15:31:23Z,2026-06-22T11:21:18Z,19.83
SL6 6SB,SEPD,LV,1,TK6436,20,2026-06-21T15:31:23Z,2026-06-22T11:21:18Z,19.83
SL6 6SL,SEPD,LV,1,TK6436,20,2026-06-21T15:31:23Z,2026-06-22T11:21:18Z,19.83
SL6 6SQ,SEPD,LV,1,TK6436,20,2026-06-21T15:31:23Z,2026-06-22T11:21:18Z,19.83
SP3 5BS,SEPD,HV,1,TK8622,28,2026-06-23T01:26:30Z,2026-06-23T21:04:28Z,19.63
SP3 5SA,SEPD,HV,1,TK8622,28,2026-06-23T01:26:30Z,2026-06-23T21:04:28Z,19.63
SP3 5SB,SEPD,HV,1,TK8622,28,2026-06-23T01:26:30Z,2026-06-23T21:04:28Z,19.63
SP3 5SD,SEPD,HV,1,TK8622,28,2026-06-23T01:26:30Z,2026-06-23T21:04:28Z,19.63
