postcode,outage_count,outage_refs,first_seen,last_seen
SO15 5EP,2,"SY5701,SY7842",2026-04-06T00:25:52Z,2026-04-08T09:54:45Z
SO15 5FW,2,"SY5701,SY7842",2026-04-06T00:25:52Z,2026-04-08T09:54:45Z
SO53 2NS,2,"250436,SZ0873",2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
SO53 2NT,2,"250436,SZ0873",2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
SO53 2PD,2,"250436,SZ0873",2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
SP5 3AS,2,"249204,SY9160",2026-04-09T08:47:02Z,2026-04-09T14:13:41Z
SP5 5EL,2,"SZ1704,SZ1687",2026-04-10T18:33:42Z,2026-04-10T19:31:56Z
SP5 5EN,2,"SZ1704,SZ1687",2026-04-10T18:33:42Z,2026-04-10T19:31:56Z
SP5 5EP,2,"SZ1704,SZ1687",2026-04-10T18:33:42Z,2026-04-10T19:31:56Z
SP5 5ES,2,"SZ1704,SZ1687",2026-04-10T18:33:42Z,2026-04-10T19:31:56Z
SP5 5EX,2,"SZ1704,SZ1687",2026-04-10T18:33:42Z,2026-04-10T19:31:56Z
SP5 5EY,2,"SZ1704,SZ1687",2026-04-10T18:33:42Z,2026-04-10T19:31:56Z
SP5 5EZ,2,"SZ1704,SZ1687",2026-04-10T18:33:42Z,2026-04-10T19:31:56Z
SP5 5HA,2,"SZ1704,SZ1687",2026-04-10T18:33:42Z,2026-04-10T19:31:56Z
TW4 7QA,2,"SY6662,SZ0511",2026-04-07T09:54:35Z,2026-04-10T01:10:18Z
TW4 7QB,2,"SY6662,SZ0511",2026-04-07T09:54:35Z,2026-04-10T01:10:18Z
TW5 9UP,2,"SY6662,SZ0511",2026-04-07T09:54:35Z,2026-04-10T01:10:18Z
W3 6HX,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 6JB,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 6PA,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 6PB,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 6PG,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 6PH,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 6PJ,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 9HE,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 9HP,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
W3 9JL,2,"SY9248,SZ1086",2026-04-09T08:47:02Z,2026-04-10T10:32:37Z
AB12 4NF,1,SY8541,2026-04-08T15:23:03Z,2026-04-08T15:23:03Z
AB12 4XN,1,SY8541,2026-04-08T15:23:03Z,2026-04-08T15:23:03Z
AB15 8BE,1,249620,2026-04-09T08:47:02Z,2026-04-09T11:11:26Z
AB15 9BS,1,248983,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB21 0QL,1,249233,2026-04-10T10:32:37Z,2026-04-10T10:32:37Z
AB21 0QN,1,249233,2026-04-10T10:32:37Z,2026-04-10T10:32:37Z
AB21 0QP,1,249233,2026-04-10T10:32:37Z,2026-04-10T10:32:37Z
AB21 9TL,1,SY6726,2026-04-07T11:08:15Z,2026-04-07T12:01:55Z
AB23 8PU,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB23 8UN,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB23 8UP,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB23 8UU,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB23 8UX,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB23 8XA,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB23 8XB,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB23 8XD,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB24 2YX,1,249855,2026-04-09T08:47:02Z,2026-04-09T12:05:06Z
AB24 4NR,1,249233,2026-04-10T10:32:37Z,2026-04-10T10:32:37Z
AB24 5JD,1,SY6771,2026-04-07T09:54:35Z,2026-04-07T13:57:07Z
AB24 5JE,1,SY6771,2026-04-07T09:54:35Z,2026-04-07T13:57:07Z
AB24 5JF,1,SY6771,2026-04-07T09:54:35Z,2026-04-07T13:57:07Z
AB30 1DA,1,249862,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB30 1UR,1,249862,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB30 1US,1,249862,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB31 5AB,1,249362,2026-04-10T09:21:35Z,2026-04-10T10:32:37Z
AB31 5AD,1,249362,2026-04-10T09:21:35Z,2026-04-10T10:32:37Z
AB39,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T15:23:03Z
AB39 2TY,1,249769,2026-04-08T08:46:23Z,2026-04-08T09:54:45Z
AB39 2UN,1,249769,2026-04-08T08:46:23Z,2026-04-08T09:54:45Z
AB39 3AD,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3QA,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3QB,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3QD,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3QE,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3QN,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3RJ,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T15:23:03Z
AB39 3RQ,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T15:23:03Z
AB39 3RR,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T15:23:03Z
AB39 3RU,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3SN,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3SP,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T15:23:03Z
AB39 3ST,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB39 3TF,1,SY8301,2026-04-08T12:02:55Z,2026-04-08T12:02:55Z
AB41 7JD,1,250163,2026-04-07T08:48:02Z,2026-04-07T09:54:35Z
AB41 7PD,1,249724,2026-04-09T08:47:02Z,2026-04-09T14:13:41Z
AB41 7PX,1,249724,2026-04-09T08:47:02Z,2026-04-09T14:13:41Z
AB41 7QA,1,249724,2026-04-09T08:47:02Z,2026-04-09T14:13:41Z
AB41 7XA,1,248748,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB42 4HS,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4HX,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4HY,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4HZ,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JA,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JB,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JD,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JE,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JF,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JG,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JH,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JJ,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JW,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4JX,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4UL,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB42 4YN,1,249501,2026-04-06T08:50:32Z,2026-04-06T13:40:03Z
AB42 4YP,1,249501,2026-04-06T08:50:32Z,2026-04-06T13:40:03Z
AB42 4YX,1,249501,2026-04-06T08:50:32Z,2026-04-06T13:40:03Z
AB43 6HH,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6HN,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T17:17:24Z
AB43 6HP,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T17:17:24Z
AB43 6HT,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6JY,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6LB,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6LD,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6LE,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6LF,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6LH,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6LL,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6LN,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6LW,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 6NB,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 7DJ,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 7HE,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 7HH,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 7JQ,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 7JX,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 7LJ,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T17:17:24Z
AB43 7LN,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T17:17:24Z
AB43 7LP,1,SZ0176,2026-04-09T15:58:17Z,2026-04-09T15:58:17Z
AB43 8QA,1,249444,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB43 8RB,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RD,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RH,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RJ,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RP,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RS,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RT,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RU,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RX,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8RY,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8SQ,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8ST,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8TY,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 8XE,1,249455,2026-04-08T08:46:23Z,2026-04-08T15:23:03Z
AB43 9BW,1,SZ1479,2026-04-10T16:35:14Z,2026-04-10T23:06:11Z
AB43 9JY,1,SZ1479,2026-04-10T16:35:14Z,2026-04-10T23:06:11Z
AB43 9NE,1,SZ1479,2026-04-10T16:35:14Z,2026-04-10T23:06:11Z
AB45 2DN,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2DP,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2US,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2UT,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2UX,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2XA,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2XB,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2XL,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2XN,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2XP,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2XQ,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2XR,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB45 2YX,1,SY7564,2026-04-07T20:28:40Z,2026-04-07T21:25:25Z
AB51 5JY,1,249496,2026-04-09T08:47:02Z,2026-04-09T15:58:17Z
AB51 5LS,1,249496,2026-04-09T08:47:02Z,2026-04-09T15:58:17Z
AB51 5LT,1,249496,2026-04-09T08:47:02Z,2026-04-09T15:58:17Z
AB51 8QS,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB51 8XA,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB51 8XD,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 5QA,1,249651,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB53 5UG,1,249651,2026-04-07T08:48:02Z,2026-04-07T12:01:55Z
AB53 8BU,1,SY7752,2026-04-08T11:09:40Z,2026-04-08T13:59:28Z
AB53 8PB,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 8QN,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 8QP,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 8QQ,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 8QR,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 8QX,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 8QY,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 8RA,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB53 8RB,1,249562,2026-04-07T08:48:02Z,2026-04-07T15:20:13Z
AB54 7LD,1,248539,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB54 7LJ,1,248539,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB54 7LL,1,248539,2026-04-08T08:46:23Z,2026-04-08T13:59:28Z
AB55 5JR,1,249364,2026-04-09T08:47:02Z,2026-04-09T08:47:02Z
BA10,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0AA,1,SZ1039,2026-04-10T10:32:37Z,2026-04-10T13:49:27Z
BA10 0AJ,1,SZ1039,2026-04-10T10:32:37Z,2026-04-10T13:49:27Z
BA10 0AP,1,SZ1039,2026-04-10T10:32:37Z,2026-04-10T13:49:27Z
BA10 0AT,1,SZ1039,2026-04-10T10:32:37Z,2026-04-10T13:49:27Z
BA10 0BA,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0BB,1,SZ1039,2026-04-10T10:32:37Z,2026-04-10T13:49:27Z
BA10 0BH,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0BP,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0BR,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0BS,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0BT,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0BX,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0BY,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0BZ,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0DA,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0DD,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0DF,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0DL,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0DX,1,248512,2026-04-10T09:21:35Z,2026-04-10T14:40:42Z
BA10 0EJ,1,SZ1039,2026-04-10T10:32:37Z,2026-04-10T13:49:27Z
