postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
SP11 7JX,SEPD,PSI,1,251112,3,2026-07-01T10:33:26Z,2026-07-05T17:40:19Z,103.11
SP11 7RN,SEPD,PSI,1,251112,3,2026-07-01T10:33:26Z,2026-07-05T17:40:19Z,103.11
SP11 7SE,SEPD,PSI,1,251112,3,2026-07-01T10:33:26Z,2026-07-05T17:40:19Z,103.11
GU7 1TY,SEPD,"PSI,LV",2,"251314,TN3543",45,2026-06-28T17:40:19Z,2026-06-30T15:07:54Z,45.46
GU7 1XA,SEPD,"PSI,LV",2,"251314,TN3543",45,2026-06-28T17:40:19Z,2026-06-30T15:07:54Z,45.46
GU8 4EA,SEPD,"PSI,LV",2,"251314,TN3543",45,2026-06-28T17:40:19Z,2026-06-30T15:07:54Z,45.46
GU7 1XG,SEPD,PSI,1,251314,36,2026-06-28T17:40:19Z,2026-06-30T12:23:24Z,42.72
SP5 2BN,SEPD,LV,1,TJ0243,14,2026-06-28T17:40:19Z,2026-06-30T10:05:31Z,40.42
SP5 2BT,SEPD,LV,1,TJ0243,14,2026-06-28T17:40:19Z,2026-06-30T10:05:31Z,40.42
SP5 2BW,SEPD,LV,1,TJ0243,14,2026-06-28T17:40:19Z,2026-06-30T10:05:31Z,40.42
BH12 4BL,SEPD,LV,1,TN2242,17,2026-06-29T12:05:24Z,2026-06-30T21:06:42Z,33.02
BH12 4BR,SEPD,LV,1,TN2242,17,2026-06-29T12:05:24Z,2026-06-30T21:06:42Z,33.02
BH12 4BS,SEPD,LV,1,TN2242,17,2026-06-29T12:05:24Z,2026-06-30T21:06:42Z,33.02
BH12 4BT,SEPD,LV,1,TN2242,17,2026-06-29T12:05:24Z,2026-06-30T21:06:42Z,33.02
BH12 4BW,SEPD,LV,1,TN2242,17,2026-06-29T12:05:24Z,2026-06-30T21:06:42Z,33.02
BH12 4BY,SEPD,LV,1,TN2242,17,2026-06-29T12:05:24Z,2026-06-30T21:06:42Z,33.02
UB9 5GA,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5GB,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5GD,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5GE,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5GF,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5GG,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5GH,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5LB,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5LD,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5LG,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5LH,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5LJ,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
UB9 5LW,SEPD,LV,2,"TN1316,TN2402",110,2026-06-28T17:40:19Z,2026-06-30T01:53:32Z,32.22
SL1 7BG,SEPD,LV,1,TN9327,5,2026-07-03T15:30:39Z,2026-07-04T15:39:50Z,24.15
RG2 7PU,SEPD,LV,1,TN1280,28,2026-06-28T17:40:19Z,2026-06-29T16:10:00Z,22.49
RG2 7PX,SEPD,LV,1,TN1280,28,2026-06-28T17:40:19Z,2026-06-29T16:10:00Z,22.49
RG2 7SX,SEPD,LV,1,TN1280,28,2026-06-28T17:40:19Z,2026-06-29T16:10:00Z,22.49
RG2 7SY,SEPD,LV,1,TN1280,28,2026-06-28T17:40:19Z,2026-06-29T16:10:00Z,22.49
RG2 7TB,SEPD,LV,1,TN1280,28,2026-06-28T17:40:19Z,2026-06-29T16:10:00Z,22.49
OX27 8FQ,SEPD,LV,1,TN6386,16,2026-07-01T16:00:46Z,2026-07-02T13:12:33Z,21.2
