postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
PO14 3EZ,SEPD,LV,6,"TW3302,TW3484,TW3867,TW5409,TW5819,TW7522",18,2026-08-23T00:13:25Z,2026-08-26T10:23:02Z,41.94
DT5 1ET,SEPD,LV,1,TW4147,46,2026-08-23T22:07:11Z,2026-08-24T22:10:52Z,24.06
DT5 1EX,SEPD,LV,1,TW4147,46,2026-08-23T22:07:11Z,2026-08-24T22:10:52Z,24.06
DT5 1HB,SEPD,LV,1,TW4147,46,2026-08-23T22:07:11Z,2026-08-24T22:10:52Z,24.06
DT5 1HD,SEPD,LV,1,TW4147,46,2026-08-23T22:07:11Z,2026-08-24T22:10:52Z,24.06
DT5 1HE,SEPD,LV,1,TW4147,46,2026-08-23T22:07:11Z,2026-08-24T22:10:52Z,24.06
SO21 1SB,SEPD,LV,3,"TW6413,TW6538,TW6884",66,2026-08-25T12:18:45Z,2026-08-26T16:41:54Z,23.71
SO21 1SE,SEPD,LV,3,"TW6413,TW6538,TW6884",66,2026-08-25T12:18:45Z,2026-08-26T16:41:54Z,23.71
SO21 1SJ,SEPD,LV,3,"TW6413,TW6538,TW6884",66,2026-08-25T12:18:45Z,2026-08-26T16:41:54Z,23.71
SO21 1SN,SEPD,LV,3,"TW6413,TW6538,TW6884",66,2026-08-25T12:18:45Z,2026-08-26T16:41:54Z,23.71
SO50 6HW,SEPD,LV,3,"TW6413,TW6538,TW6884",66,2026-08-25T12:18:45Z,2026-08-26T16:41:54Z,23.71
BA13 4AA,SEPD,HV,1,TW5574,48,2026-08-25T05:02:37Z,2026-08-26T03:58:47Z,22.94
BA13 4AB,SEPD,HV,1,TW5574,48,2026-08-25T05:02:37Z,2026-08-26T03:58:47Z,22.94
BA13 4AD,SEPD,HV,1,TW5574,48,2026-08-25T05:02:37Z,2026-08-26T03:58:47Z,22.94
BA13 4AJ,SEPD,HV,1,TW5574,48,2026-08-25T05:02:37Z,2026-08-26T03:58:47Z,22.94
BA13 4AQ,SEPD,HV,1,TW5574,48,2026-08-25T05:02:37Z,2026-08-26T03:58:47Z,22.94
BA13 4GF,SEPD,HV,1,TW5574,48,2026-08-25T05:02:37Z,2026-08-26T03:58:47Z,22.94
W7 3RA,SEPD,LV,1,TW7037,33,2026-08-25T19:45:03Z,2026-08-26T18:25:38Z,22.68
W7 3RB,SEPD,LV,1,TW7037,33,2026-08-25T19:45:03Z,2026-08-26T18:25:38Z,22.68
W7 3RD,SEPD,LV,1,TW7037,33,2026-08-25T19:45:03Z,2026-08-26T18:25:38Z,22.68
W7 3RH,SEPD,LV,1,TW7037,33,2026-08-25T19:45:03Z,2026-08-26T18:25:38Z,22.68
BA22 8LT,SEPD,PSI,3,"254196,254211,254215",42,2026-08-23T07:46:23Z,2026-08-26T15:51:54Z,18.83
SN14 7EX,SEPD,"PSI,LV",3,"252764,252773,TW3575",35,2026-08-23T08:50:47Z,2026-08-29T13:24:25Z,18.78
GU26 6BJ,SEPD,LV,1,TW3297,6,2026-08-25T23:40:42Z,2026-08-26T18:25:38Z,18.75
GU26 6BL,SEPD,LV,1,TW3297,6,2026-08-25T23:40:42Z,2026-08-26T18:25:38Z,18.75
OX29 4NL,SEPD,LV,1,TW4216,30,2026-08-24T02:08:53Z,2026-08-24T20:01:57Z,17.88
OX29 4NP,SEPD,LV,1,TW4216,30,2026-08-24T02:08:53Z,2026-08-24T20:01:57Z,17.88
