postcode,outage_count,outage_refs,first_seen,last_seen
SN13 9PF,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PG,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PH,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PJ,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PL,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PN,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PR,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PS,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PT,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PU,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PW,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PX,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PY,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9PZ,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QB,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QD,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QE,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QF,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QG,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QJ,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QL,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QN,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QP,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QQ,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QR,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QS,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9QW,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN13 9US,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SN25,1,SY5894,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SO15 3HL,1,SY5701,2026-04-06T00:25:52Z,2026-04-06T00:32:18Z
SO15 3HU,1,SY5701,2026-04-06T00:25:52Z,2026-04-06T00:32:18Z
SO15 5EJ,1,SY5701,2026-04-06T00:25:52Z,2026-04-06T00:32:18Z
SO15 5EL,1,SY5701,2026-04-06T00:25:52Z,2026-04-06T00:32:18Z
SO15 5EP,1,SY5701,2026-04-06T00:25:52Z,2026-04-06T00:32:18Z
SO15 5FW,1,SY5701,2026-04-06T00:25:52Z,2026-04-06T00:32:18Z
SO18 3NL,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3NP,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3NR,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3NT,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3PA,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3PB,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3PD,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3PE,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3PF,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3PG,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3PN,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3QD,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3QN,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3QP,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3QR,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3QS,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3QT,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO18 3QU,1,249482,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO21 2DS,1,248578,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO21 2DY,1,248578,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO21 2DZ,1,248578,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO21 2EL,1,248578,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO21 2LF,1,248578,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO21 2LG,1,248578,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO21 2LL,1,248578,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO42 7RT,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T09:58:44Z
SO42 7RW,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T09:58:44Z
SO42 7RX,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T11:05:56Z
SO42 7RY,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T09:58:44Z
SO42 7RZ,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T09:58:44Z
SO42 7SA,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T09:58:44Z
SO42 7SB,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T09:58:44Z
SO42 7SD,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T07:18:46Z
SO42 7SE,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T11:05:56Z
SO42 7SF,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T11:05:56Z
SO42 7SG,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T11:57:41Z
SO42 7TB,1,SY5917,2026-04-06T11:05:56Z,2026-04-06T11:57:41Z
SO42 7UE,1,SY5917,2026-04-06T11:05:56Z,2026-04-06T11:05:56Z
SO42 7UL,1,SY5917,2026-04-06T11:05:56Z,2026-04-06T11:05:56Z
SO42 7UN,1,SY5917,2026-04-06T11:05:56Z,2026-04-06T11:05:56Z
SO42 7UP,1,SY5917,2026-04-06T11:05:56Z,2026-04-06T11:57:41Z
SO42 7UQ,1,SY5917,2026-04-06T11:05:56Z,2026-04-06T11:57:41Z
SO42 7XT,1,SY5917,2026-04-06T07:18:46Z,2026-04-06T09:58:44Z
SO45 1BG,1,249805,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO45 1BH,1,249805,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO45 1BJ,1,249805,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SO45 1BL,1,249805,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SP11 8BE,1,SY6324,2026-04-06T21:49:00Z,2026-04-07T01:05:24Z
SP11 8BW,1,SY6324,2026-04-06T21:49:00Z,2026-04-07T01:05:24Z
SP6 1EQ,1,SY5713,2026-04-06T03:40:33Z,2026-04-06T09:58:44Z
SP6 1HT,1,SY5713,2026-04-06T03:40:33Z,2026-04-06T09:58:44Z
SP6 1HU,1,SY5713,2026-04-06T03:40:33Z,2026-04-06T09:58:44Z
SP6 1HY,1,SY5713,2026-04-06T03:40:33Z,2026-04-06T09:58:44Z
SP6 1JZ,1,SY5713,2026-04-06T03:40:33Z,2026-04-06T09:58:44Z
SP6 2EX,1,249552,2026-04-07T08:48:02Z,2026-04-07T08:48:02Z
SP6 3DL,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DN,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DP,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DR,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DS,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DT,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DU,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DW,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DX,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DY,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3DZ,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3EA,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3EB,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3ED,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3EE,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3FF,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
SP6 3JH,1,SY5886,2026-04-06T05:51:28Z,2026-04-06T05:51:28Z
TW3 4BU,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
TW5 0BS,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
TW5 0TH,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
TW5 0TJ,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
TW5 0TL,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
TW5 0TN,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
TW5 0TQ,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
TW5 0TY,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
TW5 0TZ,1,SY6123,2026-04-06T11:57:41Z,2026-04-06T13:40:03Z
W5 3SS,1,SY5850,2026-04-06T05:51:28Z,2026-04-06T07:18:46Z
W5 3TJ,1,SY5850,2026-04-06T05:51:28Z,2026-04-06T07:18:46Z
W5 5AW,1,SY5850,2026-04-06T05:51:28Z,2026-04-06T07:18:46Z
W5 5JN,1,SY5850,2026-04-06T05:51:28Z,2026-04-06T07:18:46Z
W5 5JR,1,SY5850,2026-04-06T05:51:28Z,2026-04-06T07:18:46Z
W5 5JS,1,SY5850,2026-04-06T05:51:28Z,2026-04-06T07:18:46Z
W5 5JU,1,SY5850,2026-04-06T05:51:28Z,2026-04-06T07:18:46Z
