postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
AB51 7QS,SHEPD,"PSI,HV",3,"252542,TW0040,TW0508",602,2026-08-18T07:10:26Z,2026-08-20T15:41:40Z,25.42
SO21 3RU,SEPD,LV,2,"TW0340,TW1039",42,2026-08-20T14:04:45Z,2026-08-21T15:18:16Z,25.23
SO21 3RX,SEPD,LV,2,"TW0340,TW1039",42,2026-08-20T14:04:45Z,2026-08-21T15:18:16Z,25.23
SO21 3RY,SEPD,LV,2,"TW0340,TW1039",42,2026-08-20T14:04:45Z,2026-08-21T15:18:16Z,25.23
SO21 3RZ,SEPD,LV,2,"TW0340,TW1039",42,2026-08-20T14:04:45Z,2026-08-21T15:18:16Z,25.23
SN16 9DW,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9EE,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9EP,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9ER,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9EU,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9EW,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9EX,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9JZ,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9LA,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9LE,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9LF,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9LG,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9LQ,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
SN16 9LR,SEPD,HV,2,"TW0490,TW2038",336,2026-08-20T14:53:45Z,2026-08-21T23:53:34Z,25.0
