postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
RG26 5EU,SEPD,PSI,1,251074,2,2026-05-27T10:19:45Z,2026-05-31T14:28:25Z,100.14
RG26 5HA,SEPD,PSI,1,251074,2,2026-05-27T10:19:45Z,2026-05-31T14:28:25Z,100.14
PO7 6LB,SEPD,LV,1,TF9597,29,2026-05-26T08:59:18Z,2026-05-27T19:38:09Z,34.65
PO7 6LD,SEPD,LV,1,TF9597,29,2026-05-26T08:59:18Z,2026-05-27T19:38:09Z,34.65
PO7 6LH,SEPD,LV,1,TF9597,29,2026-05-26T08:59:18Z,2026-05-27T19:38:09Z,34.65
PO7 6LN,SEPD,LV,1,TF9597,29,2026-05-26T08:59:18Z,2026-05-27T19:38:09Z,34.65
PO7 6RD,SEPD,LV,1,TF9597,29,2026-05-26T08:59:18Z,2026-05-27T19:38:09Z,34.65
PO7 6TE,SEPD,LV,1,TF9597,29,2026-05-26T08:59:18Z,2026-05-27T19:38:09Z,34.65
BH9 1RU,SEPD,LV,1,TG3449,28,2026-05-27T21:27:34Z,2026-05-28T23:58:35Z,26.52
BH9 1SE,SEPD,LV,1,TG3449,28,2026-05-27T21:27:34Z,2026-05-28T23:58:35Z,26.52
BH9 3BZ,SEPD,LV,1,TG3449,28,2026-05-27T21:27:34Z,2026-05-28T23:58:35Z,26.52
BH9 3DF,SEPD,LV,1,TG3449,28,2026-05-27T21:27:34Z,2026-05-28T23:58:35Z,26.52
BH9 3DG,SEPD,LV,1,TG3449,28,2026-05-27T21:27:34Z,2026-05-28T23:58:35Z,26.52
BH9 3DL,SEPD,LV,1,TG3449,28,2026-05-27T21:27:34Z,2026-05-28T23:58:35Z,26.52
SO50 4ET,SEPD,LV,1,TF9622,6,2026-05-26T08:59:18Z,2026-05-27T10:19:45Z,25.34
SO50 9ES,SEPD,LV,1,TF9622,6,2026-05-26T08:59:18Z,2026-05-27T10:19:45Z,25.34
SO50 9SG,SEPD,LV,1,TF9622,6,2026-05-26T08:59:18Z,2026-05-27T10:19:45Z,25.34
AB51 3TW,SHEPD,LV,1,TG6665,6,2026-05-29T17:53:00Z,2026-05-30T17:18:19Z,23.42
AB51 3UB,SHEPD,LV,1,TG6665,6,2026-05-29T17:53:00Z,2026-05-30T17:18:19Z,23.42
AB51 3UD,SHEPD,LV,1,TG6665,6,2026-05-29T17:53:00Z,2026-05-30T17:18:19Z,23.42
AB51 5UA,SHEPD,LV,1,TG6665,6,2026-05-29T17:53:00Z,2026-05-30T17:18:19Z,23.42
RG20 9BG,SEPD,"PSI,HV",2,"251222,TG3812",249,2026-05-28T08:31:37Z,2026-05-28T23:58:35Z,23.29
RG20 9HH,SEPD,"PSI,HV",2,"251222,TG3812",249,2026-05-28T08:31:37Z,2026-05-28T23:58:35Z,23.29
RG4 9FB,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
RG4 9QF,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
RG4 9QN,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
RG4 9QP,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
RG4 9QS,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
RG4 9QT,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
RG4 9QU,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
RG4 9QX,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
RG4 9QY,SEPD,LV,1,TG6910,13,2026-05-29T22:05:58Z,2026-05-30T20:50:31Z,22.74
BH9 3PN,SEPD,LV,1,TG0305,16,2026-05-26T18:38:07Z,2026-05-27T13:54:37Z,19.28
BH9 3PP,SEPD,LV,1,TG0305,16,2026-05-26T18:38:07Z,2026-05-27T13:54:37Z,19.28
BH9 3PR,SEPD,LV,1,TG0305,16,2026-05-26T18:38:07Z,2026-05-27T13:54:37Z,19.28
BH9 3PW,SEPD,LV,1,TG0305,16,2026-05-26T18:38:07Z,2026-05-27T13:54:37Z,19.28
SN4 8LH,SEPD,LV,1,TG3432,12,2026-05-27T21:27:34Z,2026-05-28T16:22:06Z,18.91
SN4 8LR,SEPD,LV,1,TG3432,12,2026-05-27T21:27:34Z,2026-05-28T16:22:06Z,18.91
SN4 8LS,SEPD,LV,1,TG3432,12,2026-05-27T21:27:34Z,2026-05-28T16:22:06Z,18.91
SN4 8LT,SEPD,LV,1,TG3432,12,2026-05-27T21:27:34Z,2026-05-28T16:22:06Z,18.91
SN15 1PG,SEPD,LV,1,TG4929,18,2026-05-28T19:07:49Z,2026-05-29T11:50:00Z,16.7
SN15 1PN,SEPD,LV,1,TG4929,18,2026-05-28T19:07:49Z,2026-05-29T11:50:00Z,16.7
SN15 1PQ,SEPD,LV,1,TG4929,18,2026-05-28T19:07:49Z,2026-05-29T11:50:00Z,16.7
SN15 1QH,SEPD,LV,1,TG4929,18,2026-05-28T19:07:49Z,2026-05-29T11:50:00Z,16.7
SO16 8FF,SEPD,LV,1,TG6753,14,2026-05-29T20:12:49Z,2026-05-30T12:54:16Z,16.69
SO16 8FL,SEPD,LV,1,TG6753,14,2026-05-29T20:12:49Z,2026-05-30T12:54:16Z,16.69
SO16 8HP,SEPD,LV,1,TG6753,14,2026-05-29T20:12:49Z,2026-05-30T12:54:16Z,16.69
BH23 8AA,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8AB,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8AD,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8AE,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8AF,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8AL,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8NA,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8NG,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8NH,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8NJ,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8NQ,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
BH23 8NR,SEPD,LV,1,TG3096,32,2026-05-27T19:38:09Z,2026-05-28T12:00:56Z,16.38
FK17 8JJ,SHEPD,PSI,2,"251515,251525",19,2026-05-28T08:31:37Z,2026-05-28T16:22:06Z,15.68
PA38 4BL,SHEPD,PSI,2,"250822,250851",71,2026-05-28T08:31:37Z,2026-05-28T16:22:06Z,15.68
TW14 9NP,SEPD,LV,1,TG1629,31,2026-05-27T01:51:26Z,2026-05-27T17:26:54Z,15.59
TW14 9NU,SEPD,LV,1,TG1629,31,2026-05-27T01:51:26Z,2026-05-27T17:26:54Z,15.59
