postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
UB5 5AZ,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-17T23:01:39Z,161.84
UB5 5BD,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-17T23:01:39Z,161.84
UB5 5BF,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-17T23:01:39Z,161.84
UB5 5BG,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-17T23:01:39Z,161.84
UB5 5DH,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-17T23:01:39Z,161.84
UB5 5NJ,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-17T23:01:39Z,161.84
ZE2 9BG,SHEPD,PSI,1,253193,2,2026-09-10T23:01:39Z,2026-09-16T14:48:03Z,135.77
UB6 7JD,SEPD,LV,1,TY9830,4,2026-09-12T12:52:01Z,2026-09-14T14:01:27Z,49.16
SL0 9RG,SEPD,LV,1,TY8576,6,2026-09-11T00:33:22Z,2026-09-12T15:56:30Z,39.39
SL3 6DD,SEPD,LV,1,TY8576,6,2026-09-11T00:33:22Z,2026-09-12T15:56:30Z,39.39
SL3 6EG,SEPD,LV,1,TY8576,6,2026-09-11T00:33:22Z,2026-09-12T15:56:30Z,39.39
SP5 3JN,SEPD,LV,1,TZ0282,28,2026-09-12T20:40:49Z,2026-09-14T01:42:24Z,29.03
SP5 3NW,SEPD,LV,1,TZ0282,28,2026-09-12T20:40:49Z,2026-09-14T01:42:24Z,29.03
SP5 3PN,SEPD,LV,1,TZ0282,28,2026-09-12T20:40:49Z,2026-09-14T01:42:24Z,29.03
SP5 3PS,SEPD,LV,1,TZ0282,28,2026-09-12T20:40:49Z,2026-09-14T01:42:24Z,29.03
SP5 3PW,SEPD,LV,1,TZ0282,28,2026-09-12T20:40:49Z,2026-09-14T01:42:24Z,29.03
SP5 3QZ,SEPD,LV,1,TZ0282,28,2026-09-12T20:40:49Z,2026-09-14T01:42:24Z,29.03
PO2 0BH,SEPD,LV,1,TY8888,5,2026-09-11T09:43:14Z,2026-09-12T12:52:01Z,27.15
PO6 1TG,SEPD,LV,1,TY8888,5,2026-09-11T09:43:14Z,2026-09-12T12:52:01Z,27.15
PO6 1TN,SEPD,LV,1,TY8888,5,2026-09-11T09:43:14Z,2026-09-12T12:52:01Z,27.15
PO40 9SH,SEPD,HV,1,TY9295,14,2026-09-11T13:51:32Z,2026-09-12T15:56:30Z,26.08
W5 2AA,SEPD,LV,1,TY9489,7,2026-09-15T00:54:56Z,2026-09-16T00:32:55Z,23.63
W5 2AB,SEPD,LV,1,TY9489,7,2026-09-15T00:54:56Z,2026-09-16T00:32:55Z,23.63
W5 2XA,SEPD,LV,1,TY9489,7,2026-09-15T00:54:56Z,2026-09-16T00:32:55Z,23.63
