postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
GU8 4DY,SEPD,PSI,1,252255,44,2026-07-17T00:10:01Z,2026-07-21T11:39:11Z,107.49
GU8 4DZ,SEPD,PSI,1,252255,44,2026-07-17T00:10:01Z,2026-07-21T11:39:11Z,107.49
GU8 4EA,SEPD,PSI,1,252255,44,2026-07-17T00:10:01Z,2026-07-21T11:39:11Z,107.49
GU8 4EB,SEPD,PSI,1,252255,44,2026-07-17T00:10:01Z,2026-07-21T11:39:11Z,107.49
GU8 4EE,SEPD,PSI,1,252255,44,2026-07-17T00:10:01Z,2026-07-21T11:39:11Z,107.49
GU8 4EF,SEPD,PSI,1,252255,44,2026-07-17T00:10:01Z,2026-07-21T11:39:11Z,107.49
OX2 6SP,SEPD,LV,1,TR7103,13,2026-07-21T11:39:11Z,2026-07-23T01:12:43Z,37.56
OX2 6SR,SEPD,LV,1,TR7103,13,2026-07-21T11:39:11Z,2026-07-23T01:12:43Z,37.56
OX2 6SW,SEPD,LV,1,TR7103,13,2026-07-21T11:39:11Z,2026-07-23T01:12:43Z,37.56
OX2 6UP,SEPD,LV,1,TR7103,13,2026-07-21T11:39:11Z,2026-07-23T01:12:43Z,37.56
SN16 9RP,SEPD,PSI,1,253180,2,2026-07-20T08:13:24Z,2026-07-21T13:04:34Z,28.85
RG30 2LY,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2NE,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2PX,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2PY,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2QA,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2QB,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2RR,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2RW,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2RX,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
RG30 2SJ,SEPD,LV,2,"TR6088,TR6834",102,2026-07-20T20:37:56Z,2026-07-22T00:07:19Z,27.49
SL9 0HH,SEPD,LV,2,"TR1043,TR1277",38,2026-07-17T01:04:58Z,2026-07-18T14:08:11Z,27.23
SL9 0HJ,SEPD,LV,2,"TR1043,TR1277",38,2026-07-17T01:04:58Z,2026-07-18T14:08:11Z,27.23
SL9 0HN,SEPD,LV,2,"TR1043,TR1277",38,2026-07-17T01:04:58Z,2026-07-18T14:08:11Z,27.23
RG20 8TE,SEPD,LV,2,"TR3052,TR3849",14,2026-07-18T15:13:53Z,2026-07-19T17:28:41Z,27.16
HP10 9AA,SEPD,LV,1,TR2260,17,2026-07-17T17:52:29Z,2026-07-18T19:45:31Z,25.88
HP10 9BN,SEPD,LV,1,TR2260,17,2026-07-17T17:52:29Z,2026-07-18T19:45:31Z,25.88
HP10 9LS,SEPD,LV,1,TR2260,17,2026-07-17T17:52:29Z,2026-07-18T19:45:31Z,25.88
HP10 9NB,SEPD,LV,1,TR2260,17,2026-07-17T17:52:29Z,2026-07-18T19:45:31Z,25.88
HP10 9NN,SEPD,LV,1,TR2260,17,2026-07-17T17:52:29Z,2026-07-18T19:45:31Z,25.88
HP10 9NS,SEPD,LV,1,TR2260,17,2026-07-17T17:52:29Z,2026-07-18T19:45:31Z,25.88
HP10 9NW,SEPD,LV,1,TR2260,17,2026-07-17T17:52:29Z,2026-07-18T19:45:31Z,25.88
SO45 3FZ,SEPD,LV,1,TR1557,13,2026-07-17T10:54:25Z,2026-07-18T12:38:01Z,25.73
SO45 3GJ,SEPD,LV,1,TR1557,13,2026-07-17T10:54:25Z,2026-07-18T12:38:01Z,25.73
RG12 0TL,SEPD,LV,1,TR3074,34,2026-07-18T14:08:11Z,2026-07-19T15:17:07Z,25.15
RG12 0UH,SEPD,LV,1,TR3074,34,2026-07-18T14:08:11Z,2026-07-19T15:17:07Z,25.15
RG12 0UQ,SEPD,LV,1,TR3074,34,2026-07-18T14:08:11Z,2026-07-19T15:17:07Z,25.15
SL6 6SA,SEPD,LV,1,TR2066,19,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SL6 6SB,SEPD,LV,1,TR2066,19,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SL6 6SL,SEPD,LV,1,TR2066,19,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SL6 6SQ,SEPD,LV,1,TR2066,19,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SO16 6AT,SEPD,LV,1,TR1023,14,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SO16 7BD,SEPD,LV,1,TR1023,14,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SO16 7BF,SEPD,LV,1,TR1023,14,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SO16 7BH,SEPD,LV,1,TR1023,14,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SO16 7DD,SEPD,LV,1,TR1023,14,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SO16 7DE,SEPD,LV,1,TR1023,14,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SO16 7DG,SEPD,LV,1,TR1023,14,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
SO16 7DH,SEPD,LV,1,TR1023,14,2026-07-17T15:38:03Z,2026-07-18T14:08:11Z,22.5
RG20 8UU,SEPD,LV,1,TR3052,5,2026-07-18T15:13:53Z,2026-07-19T12:41:51Z,21.47
RG20 8UX,SEPD,LV,1,TR3052,5,2026-07-18T15:13:53Z,2026-07-19T12:41:51Z,21.47
RG41 3AF,SEPD,LV,2,"TR3277,TR4645",14,2026-07-19T10:50:39Z,2026-07-20T23:41:25Z,20.13
RG41 3AL,SEPD,LV,2,"TR3277,TR4645",14,2026-07-19T10:50:39Z,2026-07-20T23:41:25Z,20.13
RG41 3AN,SEPD,LV,2,"TR3277,TR4645",14,2026-07-19T10:50:39Z,2026-07-20T23:41:25Z,20.13
RG41 3AW,SEPD,LV,2,"TR3277,TR4645",14,2026-07-19T10:50:39Z,2026-07-20T23:41:25Z,20.13
BH16 6BZ,SEPD,PSI,4,"253088,253108,253134,253135",122,2026-07-19T09:22:26Z,2026-07-23T15:26:04Z,19.9
SO40 8UA,SEPD,LV,1,TR3218,25,2026-07-18T18:30:34Z,2026-07-19T14:13:24Z,19.71
SO40 8UB,SEPD,LV,1,TR3218,25,2026-07-18T18:30:34Z,2026-07-19T14:13:24Z,19.71
RG7 3ES,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
RG7 3ET,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
RG7 3EU,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
RG7 3EW,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
RG7 3EX,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
RG7 3EY,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
RG7 3JL,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
RG7 3NB,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
RG7 3ND,SEPD,LV,1,TR9811,12,2026-07-22T21:32:50Z,2026-07-23T17:00:57Z,19.47
PO5 2ET,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 2EX,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 2EY,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 2HA,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 2HE,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 2HL,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 3PR,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 3PS,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 3PU,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
PO5 3RH,SEPD,LV,1,TR6228,51,2026-07-20T23:41:25Z,2026-07-21T16:50:04Z,17.14
SO16 7BA,SEPD,LV,1,TR1023,14,2026-07-17T21:08:18Z,2026-07-18T14:08:11Z,17.0
SO16 7LU,SEPD,LV,1,TR1023,14,2026-07-17T21:08:18Z,2026-07-18T14:08:11Z,17.0
SO19 9GN,SEPD,LV,1,TR1023,14,2026-07-17T21:08:18Z,2026-07-18T14:08:11Z,17.0
DT4 7HJ,SEPD,LV,1,TR9759,58,2026-07-22T20:18:47Z,2026-07-23T13:12:33Z,16.9
RG30 3NF,SEPD,LV,1,TR4551,8,2026-07-19T20:33:52Z,2026-07-20T13:20:54Z,16.78
RG30 3PA,SEPD,LV,1,TR4551,8,2026-07-19T20:33:52Z,2026-07-20T13:20:54Z,16.78
BH16 6AG,SEPD,PSI,5,"253102,253131,253134,253135,253144",93,2026-07-19T09:22:26Z,2026-07-22T14:56:49Z,16.72
RG40 1AP,SEPD,LV,1,TR1257,8,2026-07-17T10:54:25Z,2026-07-18T03:29:41Z,16.59
RG40 1AS,SEPD,LV,1,TR1257,8,2026-07-17T10:54:25Z,2026-07-18T03:29:41Z,16.59
RG40 2BB,SEPD,LV,1,TR1257,8,2026-07-17T10:54:25Z,2026-07-18T03:29:41Z,16.59
RG40 2HB,SEPD,LV,1,TR1257,8,2026-07-17T10:54:25Z,2026-07-18T03:29:41Z,16.59
RG40 2YF,SEPD,LV,1,TR1257,8,2026-07-17T10:54:25Z,2026-07-18T03:29:41Z,16.59
HP14 3AT,SEPD,HV,1,TR2348,8,2026-07-17T20:11:48Z,2026-07-18T12:38:01Z,16.44
BH9 3QH,SEPD,LV,2,"TR3367,TR4507",60,2026-07-19T01:04:52Z,2026-07-19T18:31:56Z,16.4
BH9 3QQ,SEPD,LV,2,"TR3367,TR4507",60,2026-07-19T01:04:52Z,2026-07-19T18:31:56Z,16.4
