postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
RG7 4PQ,SEPD,"LV,HV",2,"TT7188,TU3731",37,2026-08-04T23:33:30Z,2026-08-10T01:11:33Z,89.44
RG7 2PQ,SEPD,LV,1,TT7188,3,2026-08-04T23:33:30Z,2026-08-08T11:36:05Z,84.04
HP14 4HE,SEPD,PSI,2,"253861,253862",30,2026-08-08T08:58:38Z,2026-08-10T12:33:40Z,54.2
HP14 4SU,SEPD,PSI,2,"253861,253862",30,2026-08-08T08:58:38Z,2026-08-10T12:33:40Z,54.2
RG14 2LA,SEPD,"HV,LV",2,"TT7803,TU3891",44,2026-08-04T23:33:30Z,2026-08-10T12:33:40Z,29.7
RG14 2LE,SEPD,"HV,LV",2,"TT7803,TU3891",44,2026-08-04T23:33:30Z,2026-08-10T12:33:40Z,29.7
BA15 2RA,SEPD,LV,1,TU2521,11,2026-08-08T12:01:39Z,2026-08-09T13:59:17Z,25.96
BA15 2RB,SEPD,LV,1,TU2521,11,2026-08-08T12:01:39Z,2026-08-09T13:59:17Z,25.96
BA15 2RD,SEPD,LV,1,TU2521,11,2026-08-08T12:01:39Z,2026-08-09T13:59:17Z,25.96
BA15 2RG,SEPD,LV,1,TU2521,11,2026-08-08T12:01:39Z,2026-08-09T13:59:17Z,25.96
BA15 2RQ,SEPD,LV,1,TU2521,11,2026-08-08T12:01:39Z,2026-08-09T13:59:17Z,25.96
RG12 0TL,SEPD,LV,1,TU5465,34,2026-08-10T19:15:15Z,2026-08-11T21:02:39Z,25.79
RG12 0UH,SEPD,LV,1,TU5465,34,2026-08-10T19:15:15Z,2026-08-11T21:02:39Z,25.79
RG12 0UQ,SEPD,LV,1,TU5465,34,2026-08-10T19:15:15Z,2026-08-11T21:02:39Z,25.79
RG12 7HB,SEPD,LV,1,TT9538,8,2026-08-06T12:17:55Z,2026-08-07T13:52:23Z,25.57
SO32 2BD,SEPD,PSI,2,"252743,252816",593,2026-08-05T09:07:24Z,2026-08-07T00:16:31Z,22.16
IV28 3XG,SHEPD,PSI,3,"253011,253012,253013",122,2026-08-06T10:04:33Z,2026-08-10T06:17:29Z,20.15
BH21 7JP,SEPD,PSI,3,"253585,253586,253636",44,2026-08-08T08:04:14Z,2026-08-11T15:07:55Z,19.53
HP9 2BW,SEPD,LV,1,TU3872,44,2026-08-09T21:40:28Z,2026-08-10T17:10:59Z,19.51
HP9 2FL,SEPD,LV,1,TU3872,44,2026-08-09T21:40:28Z,2026-08-10T17:10:59Z,19.51
