postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
SO40 4,SEPD,"HV,PSI",2,138,0.0
SP2 0,SEPD,"HV,PSI",2,214,0.0
TW14 9,SEPD,"LV,PSI",2,69,0.0
TW19 6,SEPD,HV,2,302,0.0
UB3 4,SEPD,LV,2,37,0.0
AB11 6,SHEPD,LV,1,27,0.0
AB35 5,SHEPD,PSI,1,9,0.0
AB41 7,SHEPD,LV,1,16,0.0
AB42 4,SHEPD,PSI,1,84,0.0
AB42 5,SHEPD,PSI,1,84,0.0
AB43 6,SHEPD,PSI,1,84,0.0
AB43 8,SHEPD,PSI,1,84,0.0
AB43 9,SHEPD,PSI,1,3,0.0
AB53 4,SHEPD,HV,1,2,0.0
AB53 8,SHEPD,HV,1,10,0.0
AB56 4,SHEPD,PSI,1,17,0.0
AB56 5,SHEPD,PSI,1,17,0.0
BA21 3,SEPD,PSI,1,4,0.0
BA22 9,SEPD,PSI,1,34,0.0
BA7 7,SEPD,PSI,1,22,0.0
BH16 5,SEPD,PSI,1,7,0.0
BH16 6,SEPD,PSI,1,11,0.0
BH19 2,SEPD,LV,1,16,0.0
BH20 7,SEPD,PSI,1,12,0.0
BH22 8,SEPD,PSI,1,3,0.0
BH22 9,SEPD,PSI,1,3,0.0
BH23 1,SEPD,PSI,1,13,0.0
BH9 1,SEPD,LV,1,33,0.0
BH9 2,SEPD,PSI,1,69,0.0
BN17 7,SEPD,HV,1,51,0.0
DD10 9,SHEPD,HV,1,8,0.0
DD11 1,SHEPD,LV,1,22,0.0
DD3 6,SHEPD,LV,1,12,0.0
DD3 7,SHEPD,LV,1,47,0.0
DD3 8,SHEPD,LV,1,20,0.0
DD7 7,SHEPD,LV,1,4,0.0
DT1 1,SEPD,LV,1,20,0.0
DT10 2,SEPD,HV,1,101,0.0
DT11 9,SEPD,PSI,1,6,0.0
DT5 2,SEPD,LV,1,7,0.0
DT9 6,SEPD,HV,1,101,0.0
FK9 4,SHEPD,HV,1,21,0.0
G83 8,SHEPD,PSI,1,11,0.0
GL54 2,SEPD,HV,1,416,0.0
GL7 4,SEPD,HV,1,416,0.0
GL8 8,SEPD,LV,1,17,0.0
GU10 1,SEPD,LV,1,7,0.0
GU10 2,SEPD,PSI,1,34,0.0
GU15 3,SEPD,HV,1,643,0.0
GU28 0,SEPD,HV,1,27,0.0
GU29 0,SEPD,HV,1,42,0.0
GU3 2,SEPD,LV,1,21,0.0
GU30 7,SEPD,LV,1,3,0.0
GU33 7,SEPD,LV,1,21,0.0
GU34 1,SEPD,LV,1,31,0.0
GU34 2,SEPD,LV,1,31,0.0
GU51 5,SEPD,HV,1,42,0.0
GU9 9,SEPD,LV,1,7,0.0
HP13 6,SEPD,LV,1,43,0.0
HP9 1,SEPD,LV,1,5,0.0
HS3 3,SHEPD,PSI,1,4,0.0
IV17 0,SHEPD,HV,1,129,0.0
IV2 5,SHEPD,HV,1,98,0.0
IV42 8,SHEPD,HV,1,88,0.0
IV47 8,SHEPD,PSI,1,7,0.0
IV49 9,SHEPD,HV,1,88,0.0
IV63 7,SHEPD,HV,1,10,0.0
KW12 6,SHEPD,LV,1,2,0.0
KW16 3,SHEPD,PSI,1,78,0.0
KY13 8,SHEPD,HV,1,3,0.0
KY14 6,SHEPD,PSI,1,8,0.0
OX1 2,SEPD,LV,1,4,0.0
OX1 5,SEPD,LV,1,10,0.0
OX10 8,SEPD,HV,1,24,0.0
OX14 1,SEPD,LV,1,19,0.0
OX18 4,SEPD,HV,1,416,0.0
OX29 4,SEPD,HV,1,24,0.0
OX29 6,SEPD,LV,1,13,0.0
OX4 1,SEPD,LV,1,54,0.0
OX4 4,SEPD,LV,1,54,0.0
OX44 9,SEPD,LV,1,3,0.0
OX49 5,SEPD,PSI,1,231,0.0
OX7 6,SEPD,LV,1,16,0.0
PA22 3,SHEPD,HV,1,38,0.0
PA23 7,SHEPD,PSI,1,2,0.0
PA26 8,SHEPD,HV,1,38,0.0
PA32 8,SHEPD,HV,1,38,0.0
PA33 1,SHEPD,HV,1,38,0.0
PA35 1,SHEPD,PSI,1,23,0.0
PA37 1,SHEPD,LV,1,3,0.0
PA48 7,SHEPD,PSI,1,6,0.0
PA76 6,SHEPD,LV,1,4,0.0
PH1 3,SHEPD,PSI,1,50,0.0
PH11 8,SHEPD,HV,1,304,0.0
PH12 8,SHEPD,HV,1,304,0.0
PH13 9,SHEPD,HV,1,304,0.0
PH16 5,SHEPD,HV,1,239,0.0
PH2 0,SHEPD,PSI,1,16,0.0
PH4 1,SHEPD,HV,1,2,0.0
PH9 0,SHEPD,HV,1,239,0.0
PO13 8,SEPD,LV,1,18,0.0
PO15 5,SEPD,HV,1,2,0.0
PO17 6,SEPD,PSI,1,2,0.0
PO19 7,SEPD,LV,1,13,0.0
PO2 0,SEPD,LV,1,45,0.0
PO2 9,SEPD,LV,1,45,0.0
PO20 1,SEPD,LV,1,22,0.0
PO21 3,SEPD,LV,1,22,0.0
PO22 6,SEPD,HV,1,72,0.0
PO22 8,SEPD,HV,1,72,0.0
PO33 2,SEPD,LV,1,10,0.0
PO7 5,SEPD,PSI,1,7,0.0
PO8 0,SEPD,LV,1,19,0.0
PO9 6,SEPD,LV,1,13,0.0
RG10 0,SEPD,LV,1,3,0.0
RG14 5,SEPD,PSI,1,3,0.0
RG18 3,SEPD,LV,1,24,0.0
RG20 0,SEPD,PSI,1,61,0.0
RG20 8,SEPD,PSI,1,61,0.0
RG27 0,SEPD,HV,1,34,0.0
RG27 8,SEPD,LV,1,18,0.0
RG30 3,SEPD,PSI,1,40,0.0
RG40 3,SEPD,PSI,1,4,0.0
RG41 3,SEPD,LV,1,26,0.0
RG41 5,SEPD,LV,1,29,0.0
RG6 4,SEPD,LV,1,17,0.0
RG6 7,SEPD,LV,1,23,0.0
RG7 6,SEPD,PSI,1,33,0.0
RG8 9,SEPD,LV,1,7,0.0
RG9 2,SEPD,LV,1,27,0.0
RH14 0,SEPD,LV,1,13,0.0
SL1 1,SEPD,LV,1,16,0.0
SL3 0,SEPD,HV,1,3,0.0
SL3 9,SEPD,LV,1,30,0.0
SL4 2,SEPD,LV,1,30,0.0
SL4 5,SEPD,LV,1,22,0.0
SL6 0,SEPD,LV,1,50,0.0
SL6 3,SEPD,LV,1,3,0.0
SL6 5,SEPD,LV,1,20,0.0
SL6 6,SEPD,LV,1,20,0.0
SL6 8,SEPD,LV,1,50,0.0
SL9 0,SEPD,LV,1,19,0.0
SL9 8,SEPD,LV,1,19,0.0
SN10 5,SEPD,HV,1,332,0.0
SN16 9,SEPD,PSI,1,8,0.0
SN2 7,SEPD,LV,1,16,0.0
SN8 1,SEPD,PSI,1,17,0.0
SN8 3,SEPD,PSI,1,25,0.0
SO15 3,SEPD,PSI,1,112,0.0
SO15 5,SEPD,LV,1,15,0.0
SO15 8,SEPD,PSI,1,112,0.0
SO16 0,SEPD,LV,1,2,0.0
SO16 4,SEPD,PSI,1,112,0.0
SO18 1,SEPD,LV,1,36,0.0
SO31 5,SEPD,PSI,1,13,0.0
SO31 8,SEPD,PSI,1,13,0.0
SO32 3,SEPD,HV,1,122,0.0
SO41 3,SEPD,LV,1,5,0.0
SO41 6,SEPD,LV,1,5,0.0
SO42 7,SEPD,LV,1,25,0.0
SO51 0,SEPD,HV,1,122,0.0
SP1 3,SEPD,HV,1,74,0.0
SP2 8,SEPD,HV,1,74,0.0
SP3 4,SEPD,HV,1,74,0.0
SP4 6,SEPD,PSI,1,140,0.0
SP5 3,SEPD,PSI,1,20,0.0
SP5 5,SEPD,HV,1,74,0.0
SP6 2,SEPD,HV,1,677,0.0
SP6 3,SEPD,HV,1,74,0.0
SP7 8,SEPD,PSI,1,32,0.0
TW14 0,SEPD,LV,1,14,0.0
TW4 5,SEPD,LV,1,16,0.0
TW5 0,SEPD,LV,1,26,0.0
TW6 2,SEPD,HV,1,299,0.0
UB6 0,SEPD,LV,1,24,0.0
UB7 0,SEPD,HV,1,299,0.0
W4 3,SEPD,LV,1,15,0.0
W5 1,SEPD,PSI,1,268,0.0
W7 2,SEPD,LV,1,28,0.0
