postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
OX26 2,SEPD,LV,2,59,23.0
HP15 7,SEPD,HV,1,25,22.91
HP7 0,SEPD,HV,1,25,22.91
PH38 4,SHEPD,PSI,4,60,22.72
BH19 2,SEPD,LV,2,20,22.66
RG4 5,SEPD,LV,1,50,22.42
TW19 7,SEPD,LV,1,31,22.42
RG20 8,SEPD,"HV,LV",4,70,22.08
RG23 8,SEPD,LV,1,5,21.91
UB8 3,SEPD,LV,3,58,21.86
PO20 7,SEPD,"HV,LV,PSI",6,192,21.54
KW10 6,SHEPD,PSI,2,42,21.47
DT10 1,SEPD,"HV,LV,PSI",6,409,21.2
GU27 1,SEPD,"LV,PSI",2,27,21.04
SO40 2,SEPD,"LV,PSI",5,102,20.79
PH21 1,SHEPD,PSI,2,37,20.76
SO40 4,SEPD,"HV,LV,PSI",5,193,20.65
GL7 5,SEPD,"HV,LV",2,29,20.25
SN14 7,SEPD,PSI,6,102,20.19
BA12 9,SEPD,LV,2,22,20.07
PO9 3,SEPD,"LV,PSI",2,20,20.05
RG25 2,SEPD,"HV,LV",4,721,19.64
RG19 4,SEPD,LV,1,2,19.56
GU31 4,SEPD,LV,1,9,19.54
GU32 2,SEPD,LV,1,9,19.54
GU32 3,SEPD,LV,1,9,19.54
HP9 2,SEPD,LV,1,44,19.51
BH21 6,SEPD,PSI,3,114,19.47
W4 1,SEPD,LV,1,8,19.43
RG30 4,SEPD,LV,2,64,19.36
PO8 9,SEPD,"HV,LV",2,112,19.3
BH14 0,SEPD,LV,4,61,19.19
DD10 9,SHEPD,"HV,LV,PSI",4,313,19.09
BA12 7,SEPD,HV,2,3467,19.07
SP8 5,SEPD,HV,2,3467,19.07
PA41 7,SHEPD,HV,1,7,18.67
BH17 9,SEPD,"LV,PSI",4,111,18.64
KA28 0,SHEPD,"HV,PSI",3,44,18.62
BH24 2,SEPD,LV,1,10,18.34
SO18 2,SEPD,"HV,LV",2,1334,18.08
SN16 0,SEPD,"HV,LV,PSI",6,362,17.84
SN4 0,SEPD,"HV,LV",6,75,17.83
SP5 2,SEPD,"HV,LV,PSI",7,2952,17.76
SN10 2,SEPD,"HV,LV,PSI",3,188,17.67
SL2 5,SEPD,LV,2,61,17.23
SO40 7,SEPD,LV,2,20,17.08
TW19 6,SEPD,"LV,PSI",3,53,17.01
SL6 6,SEPD,LV,1,12,16.97
SO16 8,SEPD,LV,2,31,16.78
PH1 3,SHEPD,"HV,PSI",5,27,16.7
SO50 8,SEPD,LV,3,71,16.6
OX1 3,SEPD,"HV,LV",8,775,16.45
UB6 9,SEPD,LV,1,25,16.02
IV7 8,SHEPD,PSI,2,34,16.01
PO20 1,SEPD,"HV,PSI",3,218,15.94
W5 3,SEPD,LV,2,65,15.41
RG14 5,SEPD,LV,2,59,15.3
RG14 7,SEPD,LV,1,33,15.3
OX1 2,SEPD,"HV,LV",7,769,15.21
KW15 1,SHEPD,LV,2,31,15.18
DD5 3,SHEPD,"HV,LV,PSI",5,804,14.98
SL9 8,SEPD,"HV,LV",2,21,14.98
DT4 0,SEPD,"LV,PSI",4,334,14.96
UB8 1,SEPD,LV,1,7,14.95
SN3 6,SEPD,LV,2,27,14.89
BH24 1,SEPD,LV,1,15,14.89
ZE2 9,SHEPD,"HV,LV,PSI",9,1257,14.83
RG20 0,SEPD,"HV,LV,PSI",6,96,14.77
RG40 3,SEPD,"HV,LV",6,30,14.75
RG12 8,SEPD,"HV,LV",5,28,14.75
AB25 1,SHEPD,LV,1,54,14.69
SP8 4,SEPD,"LV,PSI",5,115,14.64
UB4 0,SEPD,LV,3,87,14.56
PO3 5,SEPD,LV,4,59,14.44
SO30 2,SEPD,"HV,PSI",2,2380,14.2
DD8 1,SHEPD,"HV,LV,PSI",4,124,14.09
PO8 0,SEPD,PSI,3,125,13.9
IV26 2,SHEPD,PSI,2,152,13.9
SL6 0,SEPD,HV,1,16,13.89
HS6 5,SHEPD,"HV,PSI",3,1242,13.74
SN8 1,SEPD,"HV,PSI",2,26,13.74
BA11 5,SEPD,"HV,LV,PSI",6,1270,13.69
UB3 2,SEPD,LV,2,42,13.59
UB3 3,SEPD,LV,1,35,13.59
UB6 0,SEPD,"LV,PSI",2,263,13.54
BH8 9,SEPD,LV,3,60,13.48
PA20 9,SHEPD,"HV,LV,PSI",4,251,13.37
OX2 9,SEPD,"HV,LV",2,4325,13.03
OX3 9,SEPD,"HV,LV,PSI",4,52,13.02
SO16 4,SEPD,LV,1,24,12.8
SO16 9,SEPD,LV,1,24,12.8
DT10 2,SEPD,"HV,LV,PSI",4,512,12.45
GU15 2,SEPD,"LV,PSI",3,61,12.34
BA2 7,SEPD,PSI,3,146,12.33
SO41 0,SEPD,LV,3,49,12.23
OX29 7,SEPD,"HV,LV",6,6092,12.19
SN4 9,SEPD,"LV,PSI",3,195,12.13
GU7 1,SEPD,"HV,LV",2,660,12.12
RG41 5,SEPD,LV,1,26,12.02
PO14 3,SEPD,LV,2,31,11.92
SN3 4,SEPD,LV,2,21,11.91
BH16 6,SEPD,"LV,PSI",2,37,11.9
HS7 5,SHEPD,HV,3,1217,11.88
OX14 1,SEPD,"HV,LV",2,4335,11.74
BA22 8,SEPD,"HV,LV",2,29,11.64
SO40 8,SEPD,LV,2,31,11.6
GU12 4,SEPD,LV,1,7,11.6
GL7 1,SEPD,"HV,LV",3,40,11.59
PO14 4,SEPD,LV,1,17,11.59
SL4 4,SEPD,"LV,PSI",4,66,11.55
BH21 5,SEPD,"HV,PSI",3,1409,11.52
GU47 0,SEPD,"HV,LV",2,34,11.4
KW14 7,SHEPD,"LV,PSI",2,23,11.4
BH21 1,SEPD,LV,3,79,11.39
SN3 5,SEPD,LV,3,36,11.32
DT2 8,SEPD,PSI,2,70,11.17
SN14 0,SEPD,LV,2,23,11.06
AB41 7,SHEPD,"HV,PSI",4,162,10.97
SO51 0,SEPD,"HV,LV,PSI",5,1703,10.95
SO20 6,SEPD,"HV,PSI",4,1693,10.95
BH21 4,SEPD,PSI,2,57,10.71
BA21 3,SEPD,"LV,PSI",3,122,10.59
OX2 0,SEPD,"HV,LV,PSI",3,582,10.47
HS2 0,SHEPD,"LV,PSI",6,146,10.46
SN13 9,SEPD,"HV,PSI",2,267,10.29
SN12 6,SEPD,LV,2,40,10.24
SN12 7,SEPD,LV,2,40,10.24
SN14 6,SEPD,PSI,2,19,10.22
FK17 8,SHEPD,"HV,PSI",3,48,10.2
OX20 1,SEPD,"HV,LV",3,43,10.17
OX7 4,SEPD,HV,1,23,10.17
RG22 4,SEPD,"HV,LV",4,709,10.13
PH2 8,SHEPD,"LV,PSI",2,8,10.13
PA28 6,SHEPD,LV,1,8,9.98
PA20 0,SHEPD,PSI,2,43,9.88
BA7 7,SEPD,LV,1,6,9.85
PO13 9,SEPD,LV,2,16,9.81
BH24 3,SEPD,"LV,PSI",5,103,9.79
AB54 4,SHEPD,"HV,PSI",2,338,9.7
OX4 3,SEPD,LV,1,24,9.63
GU30 7,SEPD,HV,1,17,9.59
RG7 5,SEPD,"HV,PSI",3,125,9.58
RG27 0,SEPD,PSI,4,30,9.5
RG6 3,SEPD,LV,1,36,9.48
AB35 5,SHEPD,"HV,LV",2,509,9.44
PO9 4,SEPD,LV,1,16,9.44
PO5 1,SEPD,"HV,LV",3,253,9.32
PO4 0,SEPD,"HV,LV",2,228,9.32
RG2 8,SEPD,LV,2,16,9.26
BA11 3,SEPD,"HV,LV,PSI",4,104,9.23
SO22 6,SEPD,"LV,PSI",2,14,9.2
BH1 3,SEPD,LV,1,18,9.16
PO30 5,SEPD,"LV,PSI",2,10,9.11
RG10 8,SEPD,LV,1,3,9.06
BH15 4,SEPD,"HV,LV",2,1580,9.05
SN1 2,SEPD,LV,1,9,9.02
SN1 3,SEPD,LV,1,9,9.02
DT5 2,SEPD,"LV,PSI",3,163,9.01
SN7 7,SEPD,"HV,LV,PSI",4,5087,8.9
SN15 4,SEPD,LV,2,20,8.79
AB53 8,SHEPD,"HV,PSI",3,164,8.71
HP8 4,SEPD,HV,1,5,8.7
PO1 1,SEPD,"HV,LV",2,205,8.66
PO3 1,SEPD,HV,1,180,8.66
GU8 4,SEPD,"HV,PSI",3,953,8.65
SO53 4,SEPD,LV,2,32,8.58
OX13 5,SEPD,"HV,LV",4,4341,8.54
SO45 6,SEPD,HV,2,2188,8.46
PH7 3,SHEPD,"HV,PSI",3,26,8.42
DD2 5,SHEPD,"HV,LV,PSI",6,70,8.38
IV2 4,SHEPD,"LV,PSI",4,51,8.37
SL3 7,SEPD,"LV,PSI",4,301,8.37
SO24 0,SEPD,PSI,2,65,8.36
PO6 1,SEPD,LV,1,7,8.2
BH23 7,SEPD,LV,1,16,8.16
PO14 1,SEPD,LV,1,20,8.16
OX33 1,SEPD,"LV,PSI",3,22,8.02
PO41 0,SEPD,"HV,PSI",2,143,7.93
OX25 4,SEPD,HV,1,14,7.87
RG28 7,SEPD,LV,1,13,7.87
PO33 3,SEPD,PSI,1,90,7.85
OX18 2,SEPD,HV,2,683,7.77
GU15 3,SEPD,"HV,PSI",2,9,7.72
IV30 8,SHEPD,"HV,PSI",2,97,7.63
OX11 8,SEPD,PSI,2,14,7.6
AB41 6,SHEPD,"HV,PSI",3,172,7.5
DD8 2,SHEPD,"HV,LV",3,130,7.41
DT2 7,SEPD,"HV,PSI",3,1625,7.36
OX2 6,SEPD,"HV,LV,PSI",3,690,7.36
OX44 9,SEPD,"HV,PSI",2,4341,7.34
SL4 2,SEPD,"LV,PSI",5,50,7.23
IV21 2,SHEPD,"HV,PSI",2,1009,7.09
GU7 3,SEPD,LV,1,6,7.06
RG6 5,SEPD,LV,2,36,7.04
E15 4,SEPD,LV,1,55,7.02
W5 5,SEPD,LV,1,55,7.02
RG40 4,SEPD,PSI,2,136,7.01
GL7 3,SEPD,"HV,LV",2,4338,6.99
PH1 1,SHEPD,"HV,LV",6,124,6.94
PH1 4,SHEPD,PSI,1,8,6.91
SN8 3,SEPD,"LV,PSI",3,65,6.89
IV51 9,SHEPD,"HV,LV,PSI",5,104,6.88
BA22 7,SEPD,LV,1,15,6.88
DT2 0,SEPD,HV,1,16,6.88
OX7 3,SEPD,"HV,LV,PSI",3,111,6.87
RG18 3,SEPD,"LV,PSI",2,104,6.86
SL0 0,SEPD,HV,2,27,6.86
SP6 3,SEPD,PSI,2,114,6.83
GU51 3,SEPD,LV,1,6,6.82
GU9 9,SEPD,LV,1,7,6.79
BH17 7,SEPD,LV,3,49,6.74
BH20 7,SEPD,"HV,LV,PSI",4,107,6.73
SO45 2,SEPD,LV,2,22,6.71
AB43 8,SHEPD,"HV,LV",4,63,6.69
DD3 0,SHEPD,"HV,LV,PSI",3,43,6.69
PO2 0,SEPD,LV,2,49,6.69
PH33 7,SHEPD,"HV,LV",2,26,6.68
RH14 0,SEPD,HV,2,72,6.64
SO50 9,SEPD,LV,2,23,6.62
AB53 5,SHEPD,HV,2,210,6.58
GU35 9,SEPD,PSI,1,15,6.56
PA35 1,SHEPD,PSI,1,23,6.56
DT11 0,SEPD,PSI,1,185,6.46
DT11 9,SEPD,PSI,1,185,6.46
RG18 9,SEPD,PSI,1,263,6.46
UB5 6,SEPD,PSI,1,2,6.43
OX14 5,SEPD,LV,2,67,6.42
PO36 0,SEPD,LV,1,2,6.36
BA14 9,SEPD,"LV,PSI",2,12,6.32
DD2 1,SHEPD,LV,3,52,6.3
DD3 6,SHEPD,LV,1,3,6.29
DD3 8,SHEPD,LV,1,3,6.29
SL9 9,SEPD,"HV,LV",2,21,6.28
BA11 4,SEPD,"HV,LV,PSI",7,1168,6.25
OX25 2,SEPD,HV,1,5,6.23
SN5 6,SEPD,LV,1,30,6.23
PO40 9,SEPD,HV,1,84,6.17
SO45 1,SEPD,PSI,1,12,6.13
GU12 6,SEPD,PSI,1,4,6.09
GU12 7,SEPD,PSI,1,4,6.09
OX29 5,SEPD,"HV,PSI",3,5408,6.06
SL3 6,SEPD,HV,1,23,6.06
PO30 4,SEPD,PSI,2,125,6.04
TW18 4,SEPD,PSI,1,45,5.98
HP10 9,SEPD,"HV,LV",2,77,5.97
OX10 9,SEPD,"HV,PSI",2,1608,5.92
SO31 5,SEPD,HV,1,246,5.91
OX26 5,SEPD,PSI,1,4,5.9
PH12 8,SHEPD,PSI,1,9,5.9
AB43 7,SHEPD,"HV,PSI",3,208,5.89
AB30 1,SHEPD,PSI,2,24,5.84
SO50 4,SEPD,LV,1,8,5.81
PH18 5,SHEPD,HV,2,72,5.78
RG26 5,SEPD,"LV,PSI",2,264,5.78
PH16 5,SHEPD,HV,1,37,5.78
SL1 2,SEPD,"LV,PSI",3,40,5.58
SP2 9,SEPD,LV,1,24,5.58
SN4 7,SEPD,"HV,PSI",2,30,5.56
SO18 5,SEPD,"HV,LV",6,1393,5.53
SO18 3,SEPD,"HV,LV",5,3503,5.53
IV19 1,SHEPD,"HV,PSI",2,65,5.46
AB51 0,SHEPD,PSI,1,6,5.46
KY13 7,SHEPD,LV,1,7,5.46
KY13 8,SHEPD,LV,1,7,5.46
SN7 8,SEPD,HV,2,5051,5.45
HS8 5,SHEPD,HV,3,1236,5.44
AB51 5,SHEPD,"HV,PSI",4,291,5.38
BH20 6,SEPD,PSI,1,5,5.32
OX4 1,SEPD,PSI,1,28,5.32
RG8 7,SEPD,PSI,1,4,5.32
SP6 2,SEPD,PSI,1,2,5.32
PA77 6,SHEPD,"HV,PSI",2,49,5.31
BH20 5,SEPD,LV,2,4,5.17
RG21 7,SEPD,PSI,1,71,5.16
SP7 0,SEPD,"HV,LV,PSI",3,177,5.15
AB31 6,SHEPD,HV,2,63,5.12
OX18 3,SEPD,HV,1,11,5.12
PO11 9,SEPD,LV,4,111,5.1
AB54 6,SHEPD,HV,1,109,5.09
GU34 5,SEPD,HV,1,54,5.09
SP4 0,SEPD,"HV,LV",3,207,5.08
IV49 9,SHEPD,"HV,LV",2,248,5.05
IV47 8,SHEPD,HV,1,245,5.05
IV48 8,SHEPD,HV,1,245,5.05
SL1 3,SEPD,LV,3,233,4.92
RG41 2,SEPD,PSI,1,13,4.9
PH10 6,SHEPD,"LV,PSI",3,147,4.86
IV2 3,SHEPD,"LV,PSI",2,11,4.83
SP11 8,SEPD,"HV,PSI",2,319,4.83
DD4 7,SHEPD,LV,2,54,4.78
RG41 4,SEPD,PSI,1,132,4.67
DD11 4,SHEPD,PSI,2,35,4.64
DD10 0,SHEPD,"HV,LV,PSI",4,51,4.61
AB34 5,SHEPD,PSI,2,201,4.61
DT3 6,SEPD,"LV,PSI",2,45,4.61
AB34 4,SHEPD,PSI,1,14,4.61
GL54 5,SEPD,PSI,1,66,4.61
PH15 2,SHEPD,PSI,1,2,4.61
RG9 5,SEPD,PSI,1,5,4.61
SL3 8,SEPD,PSI,1,249,4.61
SP6 1,SEPD,PSI,1,94,4.61
SP10 4,SEPD,LV,1,20,4.59
SO45 5,SEPD,"HV,LV",4,2222,4.55
RH13 0,SEPD,"HV,LV",5,444,4.54
RG14 6,SEPD,LV,1,20,4.54
CF11 8,SEPD,PSI,1,2,4.5
IV55 8,SHEPD,HV,1,54,4.5
SP7 9,SEPD,PSI,1,27,4.49
BA20 2,SEPD,"LV,PSI",2,45,4.42
TW8 9,SEPD,PSI,1,7,4.42
RG9 6,SEPD,HV,1,77,4.32
PO30 3,SEPD,PSI,1,66,4.28
OX14 3,SEPD,"HV,LV",2,4348,4.24
OX12 0,SEPD,HV,1,4318,4.24
OX14 4,SEPD,HV,1,4318,4.24
OX4 2,SEPD,HV,1,4318,4.24
ZE1 0,SHEPD,"HV,PSI",3,1148,4.21
AB42 0,SHEPD,"HV,PSI",2,8,4.21
RG40 2,SEPD,PSI,1,201,4.21
DD9 6,SHEPD,HV,4,85,4.16
DD5 1,SHEPD,PSI,1,83,4.16
AB16 5,SHEPD,LV,1,30,4.15
AB16 6,SHEPD,LV,1,30,4.15
RG8 0,SEPD,"HV,LV",3,986,4.1
BH12 4,SEPD,HV,1,2,4.05
DT4 8,SEPD,LV,2,60,4.04
HP15 6,SEPD,"HV,PSI",2,355,4.04
SO50 7,SEPD,"HV,PSI",2,2124,4.04
BA3 5,SEPD,PSI,1,12,4.04
GU29 0,SEPD,PSI,1,52,4.04
GU29 9,SEPD,PSI,1,52,4.04
GU8 5,SEPD,PSI,1,169,4.04
PA29 6,SHEPD,PSI,1,18,4.04
PH33 6,SHEPD,PSI,1,4,4.04
PH6 2,SHEPD,PSI,1,35,4.04
SN13 0,SEPD,PSI,1,16,4.04
SN9 6,SEPD,HV,1,45,4.04
OX18 4,SEPD,"HV,PSI",3,695,4.03
RG1 1,SEPD,LV,1,16,4.0
SL3 9,SEPD,LV,1,29,3.99
SO22 5,SEPD,"HV,LV",2,288,3.94
OX29 4,SEPD,"HV,LV,PSI",3,514,3.9
PO14 2,SEPD,LV,1,23,3.89
PO21 4,SEPD,LV,1,13,3.89
GU35 0,SEPD,"LV,PSI",3,55,3.84
GL9 1,SEPD,PSI,1,8,3.76
OX49 5,SEPD,PSI,1,32,3.76
PH2 9,SHEPD,PSI,1,3,3.76
RG24 7,SEPD,PSI,1,68,3.76
PA31 8,SHEPD,"HV,LV",2,34,3.74
GU8 6,SEPD,LV,4,46,3.71
SL1 4,SEPD,LV,3,189,3.68
SL2 1,SEPD,LV,2,180,3.68
DT9 4,SEPD,HV,1,115,3.66
BH22 8,SEPD,"LV,PSI",2,54,3.6
BA14 6,SEPD,PSI,1,2,3.6
KW16 3,SHEPD,PSI,1,5,3.6
DD4 6,SHEPD,"HV,LV",3,73,3.55
AB31 5,SHEPD,HV,2,1671,3.53
PO9 5,SEPD,PSI,1,33,3.53
PO9 6,SEPD,PSI,1,33,3.53
AB33 8,SHEPD,PSI,1,12,3.45
BA13 4,SEPD,PSI,1,16,3.45
DD11 5,SHEPD,PSI,1,29,3.45
HS2 9,SHEPD,PSI,1,22,3.45
PO38 3,SEPD,PSI,1,10,3.45
RG17 9,SEPD,PSI,1,31,3.45
BH22 9,SEPD,PSI,3,31,3.44
OX27 8,SEPD,LV,1,17,3.42
RG10 0,SEPD,"HV,LV",4,848,3.32
HS1 2,SHEPD,LV,1,11,3.28
BH6 3,SEPD,LV,4,181,3.26
DD7 6,SHEPD,PSI,1,159,3.26
DD7 7,SHEPD,PSI,1,159,3.26
SO19 6,SEPD,PSI,1,231,3.26
AB21 7,SHEPD,PSI,2,35,3.24
BA11 2,SEPD,PSI,1,60,3.24
FK8 3,SHEPD,"HV,PSI",3,133,3.23
RG10 9,SEPD,LV,1,2,3.23
BA15 1,SEPD,LV,2,23,3.21
OX7 5,SEPD,"HV,LV,PSI",3,26,3.1
FK20 8,SHEPD,HV,1,12,3.1
BH10 7,SEPD,LV,1,13,3.09
SN15 5,SEPD,LV,1,9,3.09
OX10 6,SEPD,LV,1,21,3.08
SO40 3,SEPD,LV,1,11,3.08
RG2 9,SEPD,LV,1,10,3.06
OX1 4,SEPD,LV,2,29,3.05
OX11 0,SEPD,"LV,PSI",2,62,3.05
SO41 9,SEPD,"HV,LV",2,104,3.05
IV22 2,SHEPD,HV,1,953,3.05
IV36 2,SHEPD,HV,1,6,3.05
SN15 2,SEPD,"HV,LV,PSI",3,227,3.01
RG23 7,SEPD,PSI,1,49,3.01
RG30 3,SEPD,HV,3,245,2.96
SO51 5,SEPD,LV,1,23,2.96
SO51 8,SEPD,LV,1,23,2.96
SO51 9,SEPD,LV,1,23,2.96
DT3 4,SEPD,"HV,LV",2,375,2.95
DD1 4,SHEPD,LV,1,15,2.95
AB51 8,SHEPD,HV,2,36,2.94
AB21 0,SHEPD,"HV,PSI",3,201,2.92
AB23 8,SHEPD,HV,1,125,2.92
GU17 0,SEPD,LV,1,20,2.92
PO19 6,SEPD,LV,2,41,2.91
UB8 2,SEPD,LV,2,49,2.89
OX5 2,SEPD,"HV,LV",3,519,2.88
PH11 8,SHEPD,LV,2,48,2.79
UB10 0,SEPD,LV,2,76,2.79
RG5 4,SEPD,"HV,LV",7,393,2.78
BA22 9,SEPD,PSI,1,73,2.77
KW14 8,SHEPD,LV,1,12,2.77
PH2 7,SHEPD,HV,1,12,2.77
DD9 7,SHEPD,LV,3,33,2.74
BH1 4,SEPD,LV,1,19,2.73
BH7 7,SEPD,LV,1,19,2.73
DT9 5,SEPD,PSI,1,2,2.72
PO7 7,SEPD,LV,1,2,2.72
AB32 6,SHEPD,"HV,PSI",2,998,2.7
KA27 8,SHEPD,"HV,PSI",2,623,2.7
IV32 7,SHEPD,HV,1,14,2.69
SO15 5,SEPD,LV,2,55,2.66
AB43 9,SHEPD,"HV,LV",4,333,2.65
AB53 6,SHEPD,"HV,PSI",3,150,2.62
BH23 5,SEPD,"HV,LV",3,851,2.62
AB51 7,SHEPD,"HV,PSI",2,74,2.62
SN11 8,SEPD,"HV,LV",3,334,2.61
BA11 1,SEPD,"HV,LV",4,1146,2.49
BH6 5,SEPD,LV,2,30,2.41
GU52 6,SEPD,LV,1,14,2.4
SO21 1,SEPD,HV,1,31,2.39
PH13 9,SHEPD,LV,3,33,2.38
PO19 5,SEPD,LV,1,17,2.38
DT2 9,SEPD,HV,2,96,2.37
AB15 9,SHEPD,"HV,PSI",2,1626,2.36
BN18 9,SEPD,LV,1,8,2.36
SO32 3,SEPD,"HV,LV",3,50,2.35
SP7 8,SEPD,LV,3,24,2.35
DD1 1,SHEPD,LV,2,17,2.35
DD1 9,SHEPD,LV,2,17,2.35
IV17 0,SHEPD,LV,1,9,2.35
IV30 3,SHEPD,HV,1,83,2.31
AB45 1,SHEPD,HV,1,24,2.29
AB45 2,SHEPD,HV,1,24,2.29
AB45 3,SHEPD,HV,1,24,2.29
PO33 1,SEPD,LV,1,4,2.27
RG7 1,SEPD,"HV,PSI",4,119,2.22
DT1 1,SEPD,LV,1,48,2.22
ML1 4,SHEPD,PSI,1,2,2.22
RG20 7,SEPD,PSI,1,107,2.22
SP4 7,SEPD,LV,1,23,2.22
SO45 4,SEPD,HV,2,2188,2.19
SL8 5,SEPD,LV,1,3,2.15
OX2 7,SEPD,LV,1,10,2.14
AB52 6,SHEPD,HV,1,232,2.13
OX12 8,SEPD,"LV,PSI",2,55,2.08
GU35 8,SEPD,PSI,1,4,2.08
PH2 6,SHEPD,PSI,1,2,2.08
OX12 7,SEPD,LV,1,9,2.05
DD8 3,SHEPD,HV,3,72,2.02
RG24 9,SEPD,HV,1,228,2.01
GU14 9,SEPD,"HV,LV",4,210,1.99
SO23 8,SEPD,LV,2,35,1.98
RG17 0,SEPD,PSI,1,17,1.95
DT11 8,SEPD,"HV,LV",2,1266,1.92
BH12 1,SEPD,HV,1,2,1.92
BH12 5,SEPD,HV,1,2,1.92
DT11 7,SEPD,LV,1,8,1.92
SL7 1,SEPD,"HV,PSI",2,179,1.91
BH23 8,SEPD,LV,1,15,1.9
IV20 1,SHEPD,HV,2,184,1.88
GL7 6,SEPD,"HV,PSI",2,12,1.86
UB1 1,SEPD,LV,2,32,1.85
SN3 2,SEPD,LV,2,57,1.84
GU51 4,SEPD,LV,1,6,1.84
OX29 9,SEPD,PSI,1,28,1.82
OX7 6,SEPD,PSI,1,28,1.82
OX1 1,SEPD,"HV,LV",3,751,1.81
PA34 4,SHEPD,PSI,1,3,1.8
FK14 7,SHEPD,"LV,PSI",5,88,1.76
KY13 0,SHEPD,PSI,2,80,1.76
SN6 6,SEPD,"LV,PSI",2,12,1.76
IV15 9,SHEPD,PSI,1,52,1.76
PO38 1,SEPD,PSI,1,59,1.76
SO23 7,SEPD,LV,1,4,1.76
SP11 6,SEPD,HV,1,3,1.75
PO4 8,SEPD,LV,1,32,1.7
W13 0,SEPD,LV,1,13,1.7
W13 9,SEPD,LV,1,13,1.7
AB42 5,SHEPD,"HV,PSI",3,160,1.69
HP12 3,SEPD,LV,1,7,1.68
RH14 9,SEPD,"HV,LV",2,369,1.63
PA33 1,SHEPD,PSI,1,29,1.62
BH11 8,SEPD,LV,3,76,1.61
BH4 8,SEPD,LV,2,41,1.61
SP5 5,SEPD,HV,2,1327,1.61
HP11 1,SEPD,LV,1,12,1.61
HP13 7,SEPD,LV,1,12,1.61
RG1 6,SEPD,LV,1,14,1.61
DD5 2,SHEPD,LV,1,12,1.59
PO11 0,SEPD,"HV,LV",2,191,1.56
RG30 6,SEPD,LV,1,28,1.56
GU10 3,SEPD,"HV,LV",2,230,1.54
GU11 2,SEPD,HV,1,215,1.54
GU19 8,SEPD,HV,1,215,1.54
GU9 8,SEPD,HV,1,215,1.54
TW5 9,SEPD,HV,1,3,1.53
TW6 2,SEPD,HV,1,10,1.53
UB4 8,SEPD,HV,1,3,1.53
UB7 8,SEPD,HV,1,3,1.53
PO13 0,SEPD,LV,1,14,1.48
SN13 8,SEPD,HV,1,156,1.34
TW13 4,SEPD,LV,2,16,1.31
IV6 7,SHEPD,"HV,LV",3,42,1.27
SN6 7,SEPD,HV,1,733,1.21
SN6 8,SEPD,HV,1,733,1.21
SL4 3,SEPD,LV,2,64,1.2
PO7 8,SEPD,LV,1,22,1.19
SO41 8,SEPD,HV,1,72,1.19
GU26 6,SEPD,LV,1,11,1.18
GU16 6,SEPD,HV,1,172,1.17
GU34 1,SEPD,LV,1,8,1.17
GU34 2,SEPD,LV,1,8,1.17
IV30 6,SHEPD,LV,1,4,1.17
RG12 9,SEPD,LV,1,28,1.17
SO52 9,SEPD,HV,1,47,1.17
