postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
BH21 4,SEPD,"HV,LV,PSI",5,279,18.51
RG18 9,SEPD,HV,3,481,18.46
GU8 5,SEPD,"LV,PSI",5,113,18.44
BA14 6,SEPD,"HV,LV",4,179,18.35
IV10 8,SHEPD,"LV,PSI",4,44,18.32
OX14 2,SEPD,"HV,LV,PSI",5,333,18.29
SO14 3,SEPD,"HV,LV",8,114,18.27
SP11 9,SEPD,"HV,LV,PSI",5,132,18.25
RG7 6,SEPD,"HV,LV",4,261,18.2
SO19 6,SEPD,"HV,LV",4,755,18.13
UB10 8,SEPD,"HV,LV",3,493,18.1
SO30 4,SEPD,"HV,LV",3,96,18.07
TW15 3,SEPD,LV,5,168,18.04
DD5 3,SHEPD,"LV,PSI",5,234,17.97
GU29 0,SEPD,"HV,PSI",6,165,17.87
SN16 0,SEPD,"LV,PSI",5,245,17.87
RG27 9,SEPD,"HV,LV,PSI",9,968,17.86
SN4 8,SEPD,"HV,LV",7,1233,17.83
KA27 8,SHEPD,"HV,LV,PSI",13,344,17.78
SN6 8,SEPD,"HV,LV",4,944,17.71
AB21 0,SHEPD,"HV,PSI",6,502,17.68
HP12 4,SEPD,"HV,LV",5,77,17.5
GU32 1,SEPD,"HV,PSI",5,458,17.43
BH12 1,SEPD,"LV,PSI",2,107,17.42
IV27 4,SHEPD,"HV,LV,PSI",6,1287,17.18
PO5 3,SEPD,LV,3,99,17.14
PO5 2,SEPD,LV,2,86,17.14
PH2 6,SHEPD,"HV,PSI",6,249,17.02
RG14 7,SEPD,"LV,PSI",4,84,17.02
PA42 7,SHEPD,"HV,PSI",4,118,16.72
GU52 6,SEPD,LV,3,52,16.7
BH4 9,SEPD,LV,3,84,16.64
RG40 2,SEPD,LV,1,8,16.59
RH12 3,SEPD,"HV,LV,PSI",7,294,16.51
SN14 8,SEPD,HV,3,1160,16.44
BH9 3,SEPD,LV,2,60,16.4
OX3 8,SEPD,"LV,PSI",4,54,16.34
SN7 7,SEPD,"HV,PSI",4,1114,16.31
SN11 0,SEPD,"HV,LV,PSI",8,427,16.3
DT3 4,SEPD,"HV,LV",4,155,16.23
SN10 1,SEPD,"HV,LV",2,21,16.22
SO23 8,SEPD,LV,4,137,16.19
W5 1,SEPD,LV,5,135,16.18
DD8 3,SHEPD,"HV,LV,PSI",4,51,16.05
SL3 9,SEPD,LV,2,69,15.81
KW14 8,SHEPD,"HV,LV,PSI",8,312,15.8
SO41 9,SEPD,"LV,PSI",6,153,15.68
SP11 0,SEPD,"HV,LV",2,15,15.6
SP6 3,SEPD,"HV,LV,PSI",3,61,15.44
OX7 7,SEPD,"LV,PSI",5,78,15.33
RG14 6,SEPD,"LV,PSI",6,85,15.28
AB30 1,SHEPD,"HV,LV,PSI",6,430,15.24
OX44 9,SEPD,"LV,PSI",7,321,15.17
RH20 1,SEPD,"HV,LV,PSI",6,840,15.1
SP5 3,SEPD,"HV,PSI",4,1775,15.04
BH15 3,SEPD,LV,3,42,15.01
BH14 0,SEPD,LV,1,22,15.01
SO20 8,SEPD,"HV,LV",3,62,15.0
PA33 1,SHEPD,PSI,4,70,14.95
GU10 5,SEPD,"HV,LV",3,271,14.87
GU14 7,SEPD,"LV,PSI",2,30,14.75
OX20 1,SEPD,"HV,LV,PSI",3,1360,14.66
DD3 9,SHEPD,LV,1,16,14.58
GU27 3,SEPD,PSI,3,78,14.52
PO20 7,SEPD,"HV,LV,PSI",5,116,14.51
PO6 3,SEPD,"HV,LV",3,42,14.46
PO6 2,SEPD,LV,1,28,14.46
PO22 9,SEPD,"HV,LV",4,73,14.33
DD3 0,SHEPD,"LV,PSI",5,67,14.31
SO45 5,SEPD,"HV,LV,PSI",6,791,14.26
AB10 7,SHEPD,"LV,PSI",7,49,14.25
PO16 0,SEPD,LV,2,23,14.24
TW8 8,SEPD,LV,1,7,14.24
RG31 4,SEPD,LV,2,53,14.22
OX29 6,SEPD,"HV,LV",3,62,14.07
SL6 1,SEPD,"LV,PSI",4,36,13.97
GU15 2,SEPD,"HV,LV",5,937,13.95
GL54 3,SEPD,HV,3,135,13.92
PO8 9,SEPD,"HV,LV",12,780,13.83
W13 0,SEPD,LV,2,41,13.72
PO17 6,SEPD,"HV,LV,PSI",5,2036,13.71
SL6 7,SEPD,LV,2,39,13.7
BA4 6,SEPD,"LV,PSI",5,48,13.66
BH20 5,SEPD,"HV,LV,PSI",6,540,13.65
SL5 9,SEPD,"HV,LV",5,842,13.59
SN1 2,SEPD,LV,6,90,13.56
RG29 1,SEPD,"HV,PSI",5,450,13.56
PO20 1,SEPD,"HV,LV",8,383,13.5
OX4 1,SEPD,"HV,LV",5,1036,13.43
PO13 8,SEPD,"LV,PSI",3,108,13.41
SP2 7,SEPD,"LV,PSI",4,96,13.4
HP13 7,SEPD,"HV,LV",3,816,13.35
SP2 0,SEPD,LV,1,8,13.33
GU51 5,SEPD,LV,2,21,13.32
IV30 1,SHEPD,"LV,PSI",5,120,13.29
SP5 1,SEPD,"HV,LV,PSI",5,2011,13.28
SN8 2,SEPD,"HV,LV,PSI",4,53,13.25
UB9 6,SEPD,HV,2,24,13.24
TW16 6,SEPD,LV,3,80,13.16
SL6 3,SEPD,"HV,LV",3,82,13.07
DT10 2,SEPD,"LV,PSI",4,216,13.04
BA12 9,SEPD,LV,9,161,12.96
OX5 1,SEPD,"HV,LV",3,320,12.9
PA23 8,SHEPD,"HV,LV",2,71,12.86
AB53 4,SHEPD,"LV,PSI",6,48,12.83
PO20 2,SEPD,"HV,LV,PSI",6,499,12.8
RH13 0,SEPD,"HV,LV,PSI",4,76,12.7
SO18 2,SEPD,"HV,LV",2,80,12.69
OX44 7,SEPD,PSI,4,114,12.53
IV2 5,SHEPD,"HV,LV,PSI",3,142,12.51
GL7 1,SEPD,"HV,LV",8,173,12.49
HP10 8,SEPD,"LV,PSI",4,33,12.46
RG28 7,SEPD,"HV,PSI",4,267,12.46
PA65 6,SHEPD,HV,1,6,12.46
GU26 6,SEPD,"HV,PSI",5,426,12.43
SL3 6,SEPD,LV,1,41,12.4
RG4 9,SEPD,"LV,PSI",2,144,12.23
RG9 5,SEPD,"LV,PSI",2,144,12.23
SO24 0,SEPD,"HV,LV,PSI",7,1842,12.11
HP11 2,SEPD,LV,4,30,12.11
GU10 3,SEPD,"HV,LV",3,128,12.08
SN8 3,SEPD,"HV,PSI",5,69,12.03
DT3 5,SEPD,LV,3,56,12.03
SN1 3,SEPD,LV,2,87,12.02
AB54 6,SHEPD,"HV,PSI",4,75,12.01
DT1 2,SEPD,LV,3,36,12.0
OX7 3,SEPD,"HV,LV,PSI",3,724,11.93
BH24 2,SEPD,PSI,2,29,11.79
W5 2,SEPD,LV,4,95,11.78
OX14 3,SEPD,"HV,LV,PSI",3,174,11.75
PA21 8,SHEPD,HV,1,64,11.64
BH17 7,SEPD,"HV,LV,PSI",4,188,11.62
UB4 8,SEPD,LV,2,53,11.62
SN10 5,SEPD,"HV,LV",4,231,11.61
PO20 3,SEPD,"HV,LV",2,41,11.56
DT9 4,SEPD,"HV,LV,PSI",11,608,11.55
OX11 9,SEPD,"HV,LV,PSI",4,612,11.47
AB12 3,SHEPD,"HV,PSI",3,244,11.46
BH12 4,SEPD,LV,2,67,11.39
OX12 7,SEPD,LV,1,11,11.36
KW16 3,SHEPD,"HV,PSI",5,225,11.27
BH15 4,SEPD,LV,1,51,11.2
OX2 8,SEPD,"HV,LV,PSI",3,38,11.03
PO19 8,SEPD,"LV,PSI",2,54,10.99
PO9 4,SEPD,"HV,LV",4,567,10.86
BA10 0,SEPD,PSI,2,16,10.85
RG7 5,SEPD,"HV,PSI",5,142,10.82
SO22 4,SEPD,LV,4,85,10.82
RG40 4,SEPD,"HV,LV,PSI",5,157,10.8
G63 0,SHEPD,"HV,PSI",5,148,10.72
AB53 8,SHEPD,PSI,3,20,10.64
SN15 4,SEPD,"HV,LV",4,136,10.54
OX27 9,SEPD,"HV,LV",4,649,10.53
SN12 7,SEPD,"HV,LV,PSI",4,147,10.52
SO51 0,SEPD,"HV,PSI",4,1030,10.52
PH10 6,SHEPD,"LV,PSI",3,60,10.52
GU8 6,SEPD,PSI,3,21,10.42
PO11 9,SEPD,LV,4,44,10.41
IV15 9,SHEPD,"HV,LV",3,29,10.41
IV63 7,SHEPD,PSI,2,61,10.4
GU12 4,SEPD,"LV,PSI",4,127,10.39
SO53 4,SEPD,"HV,LV",4,1520,10.33
DN8 5,SHEPD,LV,1,2,10.33
SN9 5,SEPD,"HV,LV",5,271,10.3
GU28 0,SEPD,"HV,LV",5,663,10.27
GU19 5,SEPD,"LV,PSI",5,159,10.25
PH2 7,SHEPD,"HV,PSI",4,150,10.22
SO30 3,SEPD,"HV,LV",4,1930,10.22
PO21 3,SEPD,"LV,PSI",4,131,10.16
OX10 6,SEPD,"HV,PSI",3,574,10.13
IV42 8,SHEPD,"HV,LV,PSI",3,243,10.05
BH15 2,SEPD,"LV,PSI",3,99,9.98
BH21 2,SEPD,LV,1,30,9.92
UB8 2,SEPD,"LV,PSI",2,28,9.87
PH49 4,SHEPD,HV,1,178,9.86
SP4 7,SEPD,LV,2,57,9.77
PH3 1,SHEPD,"HV,PSI",5,89,9.76
KW8 6,SHEPD,HV,2,14,9.74
SL4 2,SEPD,"HV,LV",2,55,9.66
KY13 0,SHEPD,HV,3,26,9.63
SN7 8,SEPD,HV,4,2128,9.57
TW15 2,SEPD,LV,2,82,9.56
RG21 3,SEPD,"HV,LV",4,662,9.54
GU14 9,SEPD,"HV,LV",3,156,9.52
DT11 7,SEPD,LV,3,46,9.51
SN1 4,SEPD,"HV,LV",7,344,9.49
HS8 5,SHEPD,"HV,LV,PSI",4,3322,9.48
DT2 0,SEPD,"LV,PSI",4,279,9.45
BH10 4,SEPD,HV,1,242,9.39
BH10 5,SEPD,HV,1,242,9.39
OX2 9,SEPD,"LV,PSI",2,40,9.37
UB1 1,SEPD,LV,4,49,9.32
AB43 7,SHEPD,"HV,PSI",5,81,9.24
BH12 5,SEPD,LV,1,25,9.21
G83 8,SHEPD,"HV,PSI",3,35,9.2
SO43 7,SEPD,"HV,PSI",4,66,9.19
SL6 5,SEPD,PSI,2,35,9.15
GU15 4,SEPD,LV,1,10,9.15
IV1 2,SHEPD,HV,2,126,9.11
OX5 2,SEPD,"HV,LV",2,298,9.09
BH21 1,SEPD,"LV,PSI",2,120,8.96
OX1 5,SEPD,"HV,LV,PSI",7,246,8.86
PO17 5,SEPD,"HV,LV",5,1954,8.83
SO16 8,SEPD,LV,3,34,8.77
TW19 7,SEPD,LV,1,31,8.72
RG8 7,SEPD,"HV,PSI",2,146,8.71
SL7 2,SEPD,HV,1,72,8.71
KW12 6,SHEPD,PSI,4,48,8.68
SP2 8,SEPD,LV,1,12,8.68
KW14 7,SHEPD,"LV,PSI",5,268,8.66
DT11 0,SEPD,"HV,LV,PSI",6,683,8.65
UB5 5,SEPD,LV,5,91,8.61
RG10 0,SEPD,"HV,LV,PSI",5,182,8.59
SP6 1,SEPD,"HV,LV,PSI",4,87,8.59
SN11 9,SEPD,"HV,LV,PSI",5,291,8.51
PO7 6,SEPD,LV,3,57,8.47
GL8 8,SEPD,"HV,LV,PSI",4,162,8.36
AB43 6,SHEPD,"HV,LV",2,40,8.33
FK21 8,SHEPD,HV,2,71,8.32
GU34 3,SEPD,"HV,LV,PSI",6,652,8.3
W4 1,SEPD,LV,1,49,8.3
W6 0,SEPD,LV,1,49,8.3
OX27 7,SEPD,"HV,PSI",3,110,8.26
PH13 9,SHEPD,"HV,LV,PSI",4,151,8.22
BH22 8,SEPD,"LV,PSI",6,140,8.15
SO41 0,SEPD,"HV,LV,PSI",4,208,8.15
SO22 5,SEPD,"HV,LV",2,78,8.14
BA22 8,SEPD,LV,1,22,8.12
TW8 0,SEPD,LV,1,17,8.12
PA49 7,SHEPD,HV,2,27,8.11
BA22 9,SEPD,"HV,LV,PSI",6,424,8.1
AB54 7,SHEPD,"HV,LV,PSI",5,99,8.1
GL54 4,SEPD,"HV,LV,PSI",4,107,8.1
PO36 8,SEPD,LV,3,53,8.1
PO36 9,SEPD,LV,1,17,8.1
TW5 0,SEPD,LV,4,97,8.0
SO51 6,SEPD,"LV,PSI",4,108,7.94
DD11 1,SHEPD,LV,3,41,7.89
BH1 4,SEPD,"LV,PSI",3,217,7.86
IV1 5,SHEPD,HV,1,89,7.86
SP10 3,SEPD,"LV,PSI",3,27,7.85
HS2 0,SHEPD,"HV,LV,PSI",7,1444,7.83
RG25 2,SEPD,"HV,PSI",7,1390,7.83
AB55 6,SHEPD,"HV,PSI",3,115,7.83
DD8 2,SHEPD,HV,3,213,7.82
AB53 6,SHEPD,"HV,PSI",9,92,7.77
PO18 9,SEPD,"HV,PSI",2,297,7.77
RG41 2,SEPD,LV,1,22,7.75
PH21 1,SHEPD,"HV,PSI",3,122,7.74
RG4 7,SEPD,LV,1,4,7.7
RG31 5,SEPD,LV,3,97,7.66
GU16 8,SEPD,LV,1,27,7.61
RG17 7,SEPD,HV,2,130,7.57
RG17 8,SEPD,HV,1,114,7.57
AB15 9,SHEPD,"HV,PSI",3,408,7.45
OX9 2,SEPD,PSI,2,318,7.43
SN10 2,SEPD,"HV,LV,PSI",4,122,7.39
SO50 6,SEPD,"HV,LV",3,373,7.39
AB31 4,SHEPD,PSI,1,6,7.39
RG7 4,SEPD,"HV,LV,PSI",6,309,7.36
GU29 9,SEPD,"LV,PSI",2,71,7.28
SN13 9,SEPD,"HV,LV,PSI",3,148,7.27
SO15 0,SEPD,"HV,LV",2,28,7.23
PH2 8,SHEPD,"HV,LV",3,34,7.21
GU20 6,SEPD,"HV,PSI",2,639,7.21
OX3 7,SEPD,LV,3,132,7.15
ML1 4,SHEPD,PSI,1,8,7.14
SL2 4,SEPD,PSI,1,2,7.09
PH48 4,SHEPD,HV,1,178,7.08
SL2 3,SEPD,LV,1,9,7.06
SO40 4,SEPD,"HV,LV",3,679,7.0
SO14 7,SEPD,"LV,PSI",2,65,7.0
SN5 0,SEPD,"HV,PSI",2,67,6.95
BA9 9,SEPD,LV,2,28,6.91
RG24 7,SEPD,LV,1,6,6.91
AB51 5,SHEPD,"HV,PSI",6,354,6.89
DT9 5,SEPD,"LV,PSI",3,42,6.89
OX29 5,SEPD,HV,1,28,6.86
OX29 9,SEPD,HV,1,28,6.86
PH1 1,SHEPD,"HV,LV",4,252,6.84
OX3 9,SEPD,"HV,LV,PSI",5,133,6.83
OX1 3,SEPD,LV,6,40,6.81
SP7 0,SEPD,"LV,PSI",5,119,6.81
RG17 0,SEPD,"LV,PSI",3,43,6.81
AB52 6,SHEPD,"HV,PSI",4,160,6.8
BH24 1,SEPD,LV,1,32,6.79
RG12 8,SEPD,LV,1,29,6.78
SO41 5,SEPD,LV,2,22,6.73
GU9 9,SEPD,"HV,LV,PSI",4,139,6.69
AB15 8,SHEPD,"HV,LV,PSI",3,552,6.69
PO33 3,SEPD,LV,3,74,6.68
AB32 6,SHEPD,"HV,PSI",5,438,6.67
IV32 7,SHEPD,PSI,3,44,6.67
OX29 0,SEPD,LV,1,9,6.63
OX29 4,SEPD,LV,2,60,6.59
BH18 9,SEPD,"LV,PSI",6,195,6.56
RG6 4,SEPD,LV,2,10,6.56
RG14 2,SEPD,HV,3,1212,6.54
W5 5,SEPD,LV,2,83,6.5
W3 6,SEPD,"HV,LV",2,388,6.49
SO53 3,SEPD,"HV,PSI",2,1451,6.46
SN3 5,SEPD,"HV,LV",3,270,6.36
SN3 6,SEPD,LV,1,8,6.35
BH20 4,SEPD,"HV,PSI",2,385,6.34
SP10 1,SEPD,"LV,PSI",2,30,6.34
PA44 7,SHEPD,HV,1,23,6.31
SO52 9,SEPD,LV,3,41,6.3
DT4 0,SEPD,LV,3,178,6.28
SP3 5,SEPD,"HV,PSI",3,307,6.24
GL7 7,SEPD,"HV,LV",2,70,6.22
PH37 4,SHEPD,"LV,PSI",2,237,6.18
SO31 1,SEPD,"HV,PSI",2,382,6.18
PA43 7,SHEPD,PSI,1,66,6.18
PH11 8,SHEPD,PSI,1,45,6.18
SO31 7,SEPD,PSI,1,342,6.18
AB51 7,SHEPD,"HV,PSI",3,424,6.15
SO31 5,SEPD,"HV,LV",3,715,6.13
PO4 0,SEPD,LV,1,31,6.09
DT2 9,SEPD,"LV,PSI",5,171,6.07
RG24 8,SEPD,"HV,LV",5,687,6.07
PO7 8,SEPD,"LV,PSI",2,17,6.03
BA21 3,SEPD,"HV,LV",2,219,5.99
TW16 5,SEPD,"HV,LV",3,63,5.97
DT9 3,SEPD,"HV,LV",6,415,5.95
W4 2,SEPD,"HV,LV,PSI",3,375,5.92
OX5 3,SEPD,"HV,LV",2,1356,5.92
PO18 8,SEPD,HV,1,2,5.91
RG2 9,SEPD,"LV,PSI",3,22,5.87
UB1 2,SEPD,LV,1,36,5.85
KW7 6,SHEPD,HV,2,14,5.83
OX26 2,SEPD,"LV,PSI",2,16,5.78
RG26 4,SEPD,"HV,LV",2,49,5.76
PA67 6,SHEPD,HV,3,1091,5.75
PA66 6,SHEPD,HV,2,1050,5.75
PA76 6,SHEPD,HV,2,1050,5.75
HP8 4,SEPD,"HV,LV",2,15,5.74
BH23 3,SEPD,"LV,PSI",2,33,5.69
GU7 1,SEPD,LV,5,176,5.63
AB15 4,SHEPD,"LV,PSI",3,122,5.62
SO41 6,SEPD,"LV,PSI",3,162,5.62
TW13 6,SEPD,"HV,LV",2,48,5.62
DD11 4,SHEPD,HV,2,55,5.61
GU27 2,SEPD,PSI,2,105,5.61
HP12 3,SEPD,LV,1,6,5.61
BA14 9,SEPD,LV,2,116,5.57
AB43 9,SHEPD,LV,1,29,5.57
AB32 7,SHEPD,"HV,PSI",4,504,5.54
SP11 6,SEPD,HV,1,67,5.53
PA48 7,SHEPD,"HV,PSI",2,28,5.52
DD7 6,SHEPD,"HV,LV",2,21,5.48
DD7 7,SHEPD,"HV,LV",2,21,5.48
TW17 8,SEPD,HV,1,26,5.45
AB38 9,SHEPD,"LV,PSI",3,45,5.44
OX13 6,SEPD,"HV,PSI",2,152,5.44
PH33 6,SHEPD,"LV,PSI",5,169,5.4
PA29 6,SHEPD,"HV,PSI",3,10,5.4
RG18 4,SEPD,"HV,LV",2,85,5.4
IV19 1,SHEPD,PSI,1,22,5.4
PO13 0,SEPD,LV,3,80,5.36
AB41 8,SHEPD,"HV,LV,PSI",4,86,5.34
AB42 4,SHEPD,"HV,PSI",4,714,5.34
RG25 3,SEPD,"HV,LV,PSI",4,741,5.34
SP11 8,SEPD,"HV,PSI",3,290,5.34
RG40 5,SEPD,"LV,PSI",2,130,5.31
PO16 9,SEPD,"HV,LV,PSI",3,965,5.24
PO21 4,SEPD,"HV,PSI",2,116,5.23
HP9 2,SEPD,LV,2,15,5.21
IV63 6,SHEPD,PSI,1,49,5.2
BA20 2,SEPD,"HV,LV",7,316,5.19
BH25 5,SEPD,"HV,LV,PSI",6,339,5.19
PA28 6,SHEPD,LV,4,15,5.14
SN15 3,SEPD,"LV,PSI",2,33,5.13
