postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
GU10 4NB,SEPD,LV,1,TB6998,10,2026-04-30T18:04:39Z,2026-05-01T17:12:57Z,23.14
GU10 4ND,SEPD,LV,1,TB6998,10,2026-04-30T18:04:39Z,2026-05-01T17:12:57Z,23.14
GU10 4NE,SEPD,LV,1,TB6998,10,2026-04-30T18:04:39Z,2026-05-01T17:12:57Z,23.14
GU10 4NH,SEPD,LV,1,TB6998,10,2026-04-30T18:04:39Z,2026-05-01T17:12:57Z,23.14
GU10 4NQ,SEPD,LV,1,TB6998,10,2026-04-30T18:04:39Z,2026-05-01T17:12:57Z,23.14
IV2 4ST,SHEPD,LV,2,"TB7424,TB7427",51,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SY,SHEPD,LV,2,"TB7424,TB7427",51,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SD,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SF,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SH,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SJ,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SL,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SN,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SP,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SQ,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SR,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SS,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SU,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SW,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4SX,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
IV2 4TE,SHEPD,LV,1,TB7424,41,2026-05-01T09:24:27Z,2026-05-01T17:12:57Z,7.81
AB37 9BT,SHEPD,PSI,1,250102,19,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
AB37 9BX,SHEPD,PSI,1,250102,19,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
AB37 9DA,SHEPD,PSI,1,250102,19,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
DT9 3DW,SEPD,PSI,1,249132,57,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
DT9 4SB,SEPD,PSI,1,249132,57,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
DT9 5PG,SEPD,PSI,1,249132,57,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
DT9 5PH,SEPD,PSI,1,249132,57,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
DT9 6EP,SEPD,PSI,1,249132,57,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
DT9 6ES,SEPD,PSI,1,249132,57,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
GU15 6RF,SEPD,PSI,1,249387,11,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
GU16 6NU,SEPD,PSI,1,249387,11,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
GU16 6RB,SEPD,PSI,1,249387,11,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
GU16 6RF,SEPD,PSI,1,249387,11,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
GU16 6RG,SEPD,PSI,1,249387,11,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
GU16 6TR,SEPD,PSI,1,249387,11,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8DX,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8DY,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EF,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EH,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EL,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EN,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EP,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8ER,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8ES,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8ET,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EU,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EW,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EX,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
IV40 8EY,SHEPD,PSI,1,250407,96,2026-05-01T09:24:27Z,2026-05-01T15:05:38Z,5.69
RG40 4LD,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4LF,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4LJ,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4LL,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4QN,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4QP,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4RJ,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4RL,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4RN,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4RP,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
RG40 4RR,SEPD,"HV,LV",2,"TB7513,TB8145",231,2026-05-01T10:54:09Z,2026-05-01T17:12:57Z,5.11
SP3 4FD,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4SP,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4SR,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4SS,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4ST,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4SU,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4SW,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4SX,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4SY,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4SZ,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4TA,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
SP3 4TB,SEPD,PSI,1,250442,108,2026-04-30T20:45:52Z,2026-05-01T01:27:06Z,4.69
