postcode,network,outage_type,outage_count,outage_refs,total_customers_affected,first_seen,last_seen,time_off_supply_hours_total_approx
ZE2 9BG,SHEPD,PSI,1,253193,2,2026-09-08T17:42:24Z,2026-09-16T14:48:03Z,189.09
UB5 5AZ,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-18T06:03:07Z,168.87
UB5 5BD,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-18T06:03:07Z,168.87
UB5 5BF,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-18T06:03:07Z,168.87
UB5 5BG,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-18T06:03:07Z,168.87
UB5 5DH,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-18T06:03:07Z,168.87
UB5 5NJ,SEPD,LV,1,TY8640,16,2026-09-11T05:11:06Z,2026-09-18T06:03:07Z,168.87
UB2 4RL,SEPD,LV,3,"TX6019,TX6543,UA0633",60,2026-09-01T23:31:36Z,2026-09-23T15:05:50Z,55.89
UB2 4RN,SEPD,LV,3,"TX6019,TX6543,UA0633",60,2026-09-01T23:31:36Z,2026-09-23T15:05:50Z,55.89
SL0 9RG,SEPD,LV,3,"TY5208,TY6564,TY8576",18,2026-09-08T20:19:21Z,2026-09-12T15:56:30Z,53.17
SL3 6DD,SEPD,LV,3,"TY5208,TY6564,TY8576",18,2026-09-08T20:19:21Z,2026-09-12T15:56:30Z,53.17
SL3 6EG,SEPD,LV,3,"TY5208,TY6564,TY8576",18,2026-09-08T20:19:21Z,2026-09-12T15:56:30Z,53.17
UB6 7JD,SEPD,LV,1,TY9830,4,2026-09-12T12:52:01Z,2026-09-14T14:01:27Z,49.16
BH25 5ND,SEPD,LV,1,TZ6229,46,2026-09-17T23:01:39Z,2026-09-19T14:01:06Z,38.99
BH25 5QZ,SEPD,LV,1,TZ6229,46,2026-09-17T23:01:39Z,2026-09-19T14:01:06Z,38.99
BH25 5UB,SEPD,LV,1,TZ6229,46,2026-09-17T23:01:39Z,2026-09-19T14:01:06Z,38.99
